event,map,maps_played,atk_win_rate,def_win_rate,agent,pick_rate
americas_stage_1,Lotus,6,0.43,0.57,phoenix,0.0
americas_stage_1,Lotus,6,0.43,0.57,chamber,0.0
americas_stage_1,Lotus,6,0.43,0.57,killjoy,0.0
americas_stage_1,Lotus,6,0.43,0.57,skye,0.0
americas_stage_1,Lotus,6,0.43,0.57,raze,0.25
americas_stage_1,Lotus,6,0.43,0.57,harbor,0.08
americas_stage_1,Lotus,6,0.43,0.57,tejo,0.0
americas_stage_1,Lotus,6,0.43,0.57,brimstone,0.0
americas_stage_1,Lotus,6,0.43,0.57,cypher,0.0
americas_stage_1,Lotus,6,0.43,0.57,kayo,0.0
americas_stage_1,Lotus,6,0.43,0.57,veto,0.17
americas_stage_1,Lotus,6,0.43,0.57,jett,0.0
americas_stage_1,Lotus,6,0.43,0.57,waylay,0.0
americas_stage_1,Lotus,6,0.43,0.57,breach,0.0
americas_stage_1,Lotus,6,0.43,0.57,iso,0.0
americas_stage_1,Lotus,6,0.43,0.57,sage,0.0
americas_stage_1,Lotus,6,0.43,0.57,deadlock,0.0
americas_stage_1,Lotus,6,0.43,0.57,miks,0.0
americas_stage_1,Lotus,6,0.43,0.57,reyna,0.0
americas_stage_1,Lotus,6,0.43,0.57,gekko,0.0
americas_stage_1,Lotus,6,0.43,0.57,clove,0.0
americas_stage_1,Lotus,6,0.43,0.57,yoru,0.0
americas_stage_1,Breeze,4,0.56,0.44,neon,0.75
americas_stage_1,Breeze,4,0.56,0.44,viper,0.75
americas_stage_1,Breeze,4,0.56,0.44,omen,0.25
americas_stage_1,Breeze,4,0.56,0.44,sova,1.0
americas_stage_1,Breeze,4,0.56,0.44,fade,0.0
americas_stage_1,Breeze,4,0.56,0.44,vyse,0.13
americas_stage_1,Breeze,4,0.56,0.44,astra,0.25
americas_stage_1,Breeze,4,0.56,0.44,phoenix,0.0
americas_stage_1,Breeze,4,0.56,0.44,chamber,0.25
americas_stage_1,Breeze,4,0.56,0.44,killjoy,0.0
americas_stage_1,Breeze,4,0.56,0.44,skye,0.0
americas_stage_1,Breeze,4,0.56,0.44,raze,0.0
americas_stage_1,Breeze,4,0.56,0.44,harbor,0.75
