player,team,agents,inferred_role,role_confidence,rounds,source_url,event_id,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs_pct,vct_region,event_name,event_stage,raw_role,team_role,flex_score,distinct_roles,role_scores,official_role_scores,agent_shares,role_explanation,player_key
something,PRX,"neon,jett,brimstone",Duelist,0.667,564,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.22,235.9,1.4,74.0,152.5,0.86,0.16,0.18,0.1,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Duelist,0.35,2.0,"{""Controller"": 0.333, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.333, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""brimstone"": 0.333, ""jett"": 0.333, ""neon"": 0.333}","Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally. Team context assigned Duelist to keep the mandatory macro roles covered (Duelist, Controller/Smoker, Initiator, Sentinel); previous role was Flex.",something__PRX
Meiy,DFM,"waylay,neon,raze",Duelist,1.0,357,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.17,249.9,1.21,75.0,156.0,0.89,0.17,0.2,0.11,27.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""neon"": 0.333, ""raze"": 0.333, ""waylay"": 0.333}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Meiy__DFM
t3xture,GEN,"neon,chamber,raze",Duelist,1.0,282,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.1,230.8,1.1,73.0,149.9,0.81,0.2,0.18,0.16,23.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""chamber"": 0.333, ""neon"": 0.333, ""raze"": 0.333}","Pure Duelist/Chamber pool: Chamber counted as Duelist-adjacent, so the player stays Duelist. Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.",t3xture__GEN
BuZz,T1,"neon,jett",Duelist,1.0,400,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.09,243.3,1.21,72.0,147.5,0.87,0.22,0.18,0.15,22.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""jett"": 0.5, ""neon"": 0.5}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,BuZz__T1
HYUNMIN,KRX,"phoenix,waylay,raze",Duelist,1.0,435,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.08,221.1,1.08,70.0,153.0,0.8,0.18,0.1,0.12,28.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""phoenix"": 0.333, ""raze"": 0.333, ""waylay"": 0.333}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,HYUNMIN__KRX
Absol,ZETA,neon,Duelist,1.0,269,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.03,228.6,1.06,66.0,147.4,0.8,0.21,0.12,0.17,21.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""neon"": 1.0}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Absol__ZETA
Dambi,NS,"neon,phoenix,raze",Duelist,1.0,375,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.97,211.8,0.94,69.0,138.1,0.73,0.27,0.15,0.13,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""neon"": 0.333, ""phoenix"": 0.333, ""raze"": 0.333}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Dambi__NS
UdoTan,GE,"neon,raze,waylay",Duelist,1.0,441,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.97,204.6,1.01,73.0,133.6,0.73,0.22,0.13,0.15,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""neon"": 0.333, ""raze"": 0.333, ""waylay"": 0.333}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,UdoTan__GE
Zeus,TS,neon,Duelist,1.0,128,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.96,230.7,0.95,77.0,152.6,0.77,0.29,0.21,0.23,22.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""neon"": 1.0}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Zeus__TS
Monyet,RRQ,"neon,harbor,omen",Duelist,0.333,469,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.89,197.0,0.9,70.0,124.3,0.68,0.28,0.13,0.15,25.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Duelist,0.35,2.0,"{""Controller"": 0.667, ""Duelist"": 0.333, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.667, ""Duelist"": 0.333, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""harbor"": 0.333, ""neon"": 0.333, ""omen"": 0.333}","Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally. Team context assigned Duelist to keep the mandatory macro roles covered (Duelist, Controller/Smoker, Initiator, Sentinel); previous role was Flex.",Monyet__RRQ
Zexy,VL,"jett,waylay,phoenix",Duelist,1.0,275,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.82,191.9,0.85,62.0,126.9,0.67,0.18,0.13,0.15,28.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""jett"": 0.333, ""phoenix"": 0.333, ""waylay"": 0.333}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Zexy__VL
Rimuru,TS,"neon,jett",Duelist,1.0,141,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.67,159.8,0.7,59.0,111.2,0.58,0.19,0.19,0.32,30.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""jett"": 0.5, ""neon"": 0.5}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Rimuru__TS
Jinggg,PRX,"raze,phoenix,omen",Flex,0.667,564,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.18,239.6,1.25,77.0,155.9,0.84,0.31,0.13,0.09,26.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Flex,0.35,2.0,"{""Controller"": 0.333, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.333, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""omen"": 0.333, ""phoenix"": 0.333, ""raze"": 0.333}",Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Jinggg__PRX
iZu,T1,"chamber,killjoy,tejo",Flex,0.35,400,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.17,215.2,1.33,72.0,141.9,0.8,0.14,0.12,0.09,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Sentinel,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.667}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.667}","{""chamber"": 0.333, ""killjoy"": 0.333, ""tejo"": 0.333}",Chamber treated as Sentinel unless the rest of the pool is exclusively Duelist. Dominant effective role is Sentinel (67%). Per-agent rounds were unavailable; agent pool was weighted equally. Team context moved this player from duplicated Sentinel to Flex: stable 5-player teams should normally include a Flex unless they intentionally run two locked Duelist specialists.,iZu__T1
xffero,RRQ,"viper,veto,astra",Flex,0.45,469,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.1,211.4,1.13,72.0,141.9,0.74,0.25,0.09,0.06,25.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Flex,0.45,2.0,"{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. No role reaches the primary threshold: classified as Flex. Per-agent rounds were unavailable; agent pool was weighted equally.",xffero__RRQ
kellyS,TS,"chamber,skye,viper",Flex,0.35,269,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.05,211.6,1.03,76.0,143.2,0.73,0.33,0.1,0.07,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Sentinel,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.667}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.333}","{""chamber"": 0.333, ""skye"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Chamber treated as Sentinel unless the rest of the pool is exclusively Duelist. Dominant effective role is Sentinel (67%). Per-agent rounds were unavailable; agent pool was weighted equally. Team context moved a duplicated Sentinel to Flex. Stable 5-player teams should include Duelist, Controller/Smoker, Initiator, Sentinel and usually Flex; duplicate Duelist is allowed only for locked Duelist specialists.",kellyS__TS
JitBoyS,FS,"neon,cypher,raze",Flex,0.35,442,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.01,211.0,1.07,71.0,136.8,0.75,0.2,0.12,0.13,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Sentinel,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""cypher"": 0.333, ""neon"": 0.333, ""raze"": 0.333}",Duelist + Sentinel-only pool: assigned Sentinel because that utility role is structurally rarer than Duelist. Per-agent rounds were unavailable; agent pool was weighted equally. Team context moved this player from duplicated Sentinel to Flex: stable 5-player teams should normally include a Flex unless they intentionally run two locked Duelist specialists.,JitBoyS__FS
Caedye,DFM,"tejo,waylay,killjoy",Flex,1.0,357,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.96,210.8,1.0,68.0,132.4,0.72,0.2,0.11,0.09,27.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Flex,1.0,3.0,"{""Controller"": 0.0, ""Duelist"": 0.333, ""Initiator"": 0.333, ""Sentinel"": 0.333}","{""Controller"": 0.0, ""Duelist"": 0.333, ""Initiator"": 0.333, ""Sentinel"": 0.333}","{""killjoy"": 0.333, ""tejo"": 0.333, ""waylay"": 0.333}",Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Caedye__DFM
Francis,NS,"breach,waylay,neon",Flex,0.667,375,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.94,215.1,0.96,69.0,135.5,0.75,0.25,0.12,0.16,17.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""breach"": 0.333, ""neon"": 0.333, ""waylay"": 0.333}",Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,Francis__NS
xavi8k,GE,"kayo,omen,astra",Flex,0.35,441,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.91,167.1,0.84,68.0,111.9,0.58,0.35,0.05,0.09,22.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Flex,0.35,2.0,"{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""astra"": 0.333, ""kayo"": 0.333, ""omen"": 0.333}",Dominant effective role is Controller (67%). Per-agent rounds were unavailable; agent pool was weighted equally. Team context moved this player from duplicated Controller to Flex: stable 5-player teams should normally include a Flex unless they intentionally run two locked Duelist specialists.,xavi8k__GE
yong,KRX,"chamber,cypher,harbor",Flex,0.35,393,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.89,184.8,0.93,69.0,127.8,0.66,0.2,0.11,0.12,29.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Sentinel,Flex,0.35,2.0,"{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""chamber"": 0.333, ""cypher"": 0.333, ""harbor"": 0.333}","Chamber treated as Sentinel unless the rest of the pool is exclusively Duelist. Dominant effective role is Sentinel (67%). Per-agent rounds were unavailable; agent pool was weighted equally. Team context moved a duplicated Sentinel to Flex. Stable 5-player teams should include Duelist, Controller/Smoker, Initiator, Sentinel and usually Flex; duplicate Duelist is allowed only for locked Duelist specialists.",yong__KRX
free1ng,KRX,"neon,tejo,raze",Flex,0.667,435,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.88,190.6,0.96,69.0,121.0,0.68,0.15,0.12,0.15,22.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""neon"": 0.333, ""raze"": 0.333, ""tejo"": 0.333}",Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,free1ng__KRX
eKo,ZETA,"waylay,phoenix,skye",Flex,0.667,269,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.87,174.4,0.8,67.0,121.5,0.61,0.28,0.1,0.12,27.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""phoenix"": 0.333, ""skye"": 0.333, ""waylay"": 0.333}",Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,eKo__ZETA
Klaus,VL,"neon,killjoy,waylay",Flex,0.35,275,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.85,172.3,0.88,64.0,114.2,0.63,0.15,0.12,0.14,31.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Sentinel,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""killjoy"": 0.333, ""neon"": 0.333, ""waylay"": 0.333}",Duelist + Sentinel-only pool: assigned Sentinel because that utility role is structurally rarer than Duelist. Per-agent rounds were unavailable; agent pool was weighted equally. Team context moved this player from duplicated Sentinel to Flex: stable 5-player teams should normally include a Flex unless they intentionally run two locked Duelist specialists.,Klaus__VL
ZynX,GEN,"yoru,cypher,neon",Flex,0.35,139,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.71,168.1,0.7,68.0,105.9,0.58,0.25,0.08,0.11,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Sentinel,Flex,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""Controller"": 0.0, ""Duelist"": 0.667, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""cypher"": 0.333, ""neon"": 0.333, ""yoru"": 0.333}",Duelist + Sentinel-only pool: assigned Sentinel because that utility role is structurally rarer than Duelist. Per-agent rounds were unavailable; agent pool was weighted equally. Team context moved this player from duplicated Sentinel to Flex: stable 5-player teams should normally include a Flex unless they intentionally run two locked Duelist specialists.,ZynX__GEN
invy,PRX,"breach,skye,fade",Initiator,1.0,564,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.07,192.2,1.05,77.0,132.9,0.68,0.41,0.08,0.05,27.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""breach"": 0.333, ""fade"": 0.333, ""skye"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,invy__PRX
Killua,FS,"fade,skye,sova",Initiator,1.0,442,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.06,200.1,1.07,77.0,129.5,0.71,0.38,0.06,0.07,32.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,Killua__FS
Xross,NS,"tejo,fade,sova",Initiator,1.0,375,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.04,198.6,1.02,72.0,133.7,0.69,0.29,0.04,0.05,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""sova"": 0.333, ""tejo"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,Xross__NS
stax,T1,"skye,fade,sova",Initiator,1.0,400,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.02,185.8,1.04,75.0,121.4,0.66,0.34,0.07,0.04,28.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,stax__T1
XuNa,VL,"sova,fade,skye",Initiator,1.0,275,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.0,189.6,0.96,69.0,130.7,0.67,0.24,0.07,0.03,34.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,XuNa__VL
BeYN,KRX,"fade,breach,sova",Initiator,1.0,435,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.97,171.9,0.91,72.0,112.7,0.6,0.34,0.06,0.07,27.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""breach"": 0.333, ""fade"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,BeYN__KRX
Lakia,GEN,"fade,breach,sova",Initiator,1.0,282,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.96,187.2,0.88,76.0,122.6,0.65,0.37,0.05,0.05,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""breach"": 0.333, ""fade"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,Lakia__GEN
Kr1stal,GE,"deadlock,fade,sova",Sentinel,0.333,441,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.94,185.6,0.91,69.0,123.9,0.63,0.22,0.07,0.06,26.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Sentinel,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.667, ""Sentinel"": 0.333}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.667, ""Sentinel"": 0.333}","{""deadlock"": 0.333, ""fade"": 0.333, ""sova"": 0.333}","Dominant effective role is Initiator (67%). Per-agent rounds were unavailable; agent pool was weighted equally. Team context assigned Sentinel to keep the mandatory macro roles covered (Duelist, Controller/Smoker, Initiator, Sentinel); previous role was Initiator.",Kr1stal__GE
Kushy,RRQ,"skye,sova,fade",Initiator,1.0,469,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.93,166.2,0.86,75.0,113.4,0.58,0.35,0.04,0.06,33.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,Kushy__RRQ
