player,team,agents,inferred_role,role_confidence,rounds,source_url,event_id,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs_pct,vct_region,event_name,event_stage,raw_role,team_role,flex_score,distinct_roles,role_scores,official_role_scores,agent_shares,role_explanation,player_key
nekky,EF,"tejo,fade,sova",Initiator,1.0,503,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.98,191.3,0.99,71.0,127.6,0.68,0.27,0.06,0.06,27.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""sova"": 0.333, ""tejo"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,nekky__EF
NINJA,PCF,"fade,sova,tejo",Initiator,1.0,261,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.97,174.3,0.98,71.0,117.2,0.65,0.16,0.05,0.07,32.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""sova"": 0.333, ""tejo"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,NINJA__PCF
chloric,NAVI,"sova,fade,skye",Initiator,1.0,281,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.94,168.2,0.92,72.0,112.5,0.58,0.28,0.05,0.08,20.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,chloric__NAVI
KROSTALY,FUT,"fade,sova,skye",Initiator,1.0,497,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.9,167.3,0.86,71.0,110.9,0.58,0.36,0.06,0.06,28.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,KROSTALY__FUT
N4RRATE,KC,"fade,veto,gekko",Initiator,0.667,273,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.89,183.0,0.85,74.0,123.4,0.6,0.32,0.07,0.08,28.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.15,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.667, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.667, ""Sentinel"": 0.0}","{""fade"": 0.333, ""gekko"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,N4RRATE__KC
Cloud,GX,"sova,tejo,skye",Initiator,1.0,278,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.88,172.2,0.84,75.0,117.8,0.59,0.31,0.08,0.07,26.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""skye"": 0.333, ""sova"": 0.333, ""tejo"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,Cloud__GX
starxo,M8,"skye,sova,fade",Initiator,1.0,351,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.87,181.5,0.83,70.0,118.9,0.62,0.35,0.08,0.09,25.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,starxo__M8
Rosé,BBL,"sova,skye,fade",Initiator,1.0,292,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.84,159.7,0.81,63.0,112.9,0.57,0.24,0.07,0.1,28.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Initiator,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 1.0, ""Sentinel"": 0.0}","{""fade"": 0.333, ""skye"": 0.333, ""sova"": 0.333}",Only one effective role is present: locked as Initiator. Per-agent rounds were unavailable; agent pool was weighted equally.,Rosé__BBL
Alfajer,FNC,"viper,cypher,killjoy",Sentinel,1.0,364,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.1,225.6,1.16,69.0,148.3,0.82,0.18,0.14,0.12,37.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 1.0}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""cypher"": 0.333, ""killjoy"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",Alfajer__FNC
hiro,NAVI,"tejo,viper,fade",Sentinel,0.333,281,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.08,217.3,1.11,69.0,146.4,0.76,0.22,0.06,0.09,31.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Initiator,Sentinel,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.667, ""Sentinel"": 0.333}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.667, ""Sentinel"": 0.0}","{""fade"": 0.333, ""tejo"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Dominant effective role is Initiator (67%). Per-agent rounds were unavailable; agent pool was weighted equally. Team context assigned Sentinel to keep the mandatory macro roles covered (Duelist, Controller/Smoker, Initiator, Sentinel); previous role was Initiator.",hiro__NAVI
Flickless,GX,"cypher,fade,viper",Sentinel,0.667,278,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.06,194.7,1.02,71.0,134.5,0.67,0.33,0.08,0.08,27.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.667}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.333}","{""cypher"": 0.333, ""fade"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Dominant effective role is Sentinel (67%). Per-agent rounds were unavailable; agent pool was weighted equally.",Flickless__GX
Minny,M8,"viper,cypher,breach",Sentinel,0.667,351,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.06,189.2,1.03,71.0,129.0,0.68,0.28,0.07,0.08,31.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.35,2.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.667}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.333}","{""breach"": 0.333, ""cypher"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Dominant effective role is Sentinel (67%). Per-agent rounds were unavailable; agent pool was weighted equally.",Minny__M8
yetujey,FUT,"cypher,viper,killjoy",Sentinel,1.0,497,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.06,182.8,1.06,72.0,125.0,0.67,0.21,0.06,0.06,28.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 1.0}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""cypher"": 0.333, ""killjoy"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",yetujey__FUT
benjyfishy,TH,"cypher,vyse,viper",Sentinel,1.0,682,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.04,189.0,1.08,75.0,124.9,0.69,0.27,0.06,0.07,31.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 1.0}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""cypher"": 0.333, ""viper"": 0.333, ""vyse"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",benjyfishy__TH
Chronicle,VIT,"chamber,vyse,viper",Sentinel,1.0,534,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.03,201.5,1.11,72.0,138.0,0.71,0.23,0.1,0.11,23.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 1.0}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""chamber"": 0.333, ""viper"": 0.333, ""vyse"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Chamber treated as Sentinel unless the rest of the pool is exclusively Duelist. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",Chronicle__VIT
echo,EF,"cypher,viper,veto",Sentinel,0.667,503,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,1.01,213.4,1.06,70.0,138.3,0.77,0.2,0.13,0.12,33.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.15,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""cypher"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",echo__EF
nAts,TL,"killjoy,cypher,viper",Sentinel,1.0,362,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.98,202.1,1.02,69.0,138.2,0.71,0.2,0.1,0.1,22.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 1.0}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""cypher"": 0.333, ""killjoy"": 0.333, ""viper"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",nAts__TL
Crewen,BBL,"viper,cypher,vyse",Sentinel,1.0,292,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.98,199.2,0.93,62.0,132.0,0.68,0.21,0.08,0.09,35.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 1.0}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""cypher"": 0.333, ""viper"": 0.333, ""vyse"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",Crewen__BBL
SUYGETSU,KC,"vyse,cypher,astra",Sentinel,0.667,273,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.95,180.1,0.95,69.0,118.6,0.63,0.21,0.08,0.1,29.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.35,2.0,"{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""astra"": 0.333, ""cypher"": 0.333, ""vyse"": 0.333}",Dominant effective role is Sentinel (67%). Per-agent rounds were unavailable; agent pool was weighted equally.,SUYGETSU__KC
al0rante,PCF,"viper,veto,vyse",Sentinel,0.667,261,https://www.vlr.gg/event/stats/2863/vct-2026-emea-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2863,0.94,186.2,0.97,66.0,127.0,0.69,0.18,0.1,0.1,43.0,EMEA,VCT 2026 EMEA Stage 1,Stage 1,Sentinel,Sentinel,0.15,1.0,"{""Controller"": 0.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.667}","{""Controller"": 0.333, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""viper"": 0.333, ""vyse"": 0.333}","Viper treated as Sentinel-side zone-control, not as Controller, for competitive-role inference. Only one effective role is present: locked as Sentinel. Per-agent rounds were unavailable; agent pool was weighted equally.",al0rante__PCF
MaKo,KRX,"astra,brimstone,omen",Controller,1.0,435,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.14,204.8,1.12,77.0,137.7,0.72,0.4,0.09,0.07,29.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.333, ""brimstone"": 0.333, ""omen"": 0.333}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,MaKo__KRX
Sylvan,TS,"astra,brimstone,omen",Controller,1.0,269,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.09,210.0,1.07,76.0,135.9,0.76,0.38,0.06,0.06,31.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.333, ""brimstone"": 0.333, ""omen"": 0.333}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,Sylvan__TS
f0rsakeN,PRX,"brimstone,omen,neon",Controller,0.667,564,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.04,210.4,1.07,76.0,137.1,0.75,0.39,0.1,0.09,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Flex,Controller,0.35,2.0,"{""Controller"": 0.667, ""Duelist"": 0.333, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.667, ""Duelist"": 0.333, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""brimstone"": 0.333, ""neon"": 0.333, ""omen"": 0.333}","Mixed Duelist + utility pool: kept as Flex by default instead of true Duelist. Per-agent rounds were unavailable; agent pool was weighted equally. Team context assigned Controller to keep the mandatory macro roles covered (Duelist, Controller/Smoker, Initiator, Sentinel); previous role was Flex.",f0rsakeN__PRX
Autumn,GE,"brimstone,veto,omen",Controller,0.667,441,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.04,204.1,1.05,72.0,132.9,0.73,0.21,0.12,0.12,31.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.15,1.0,"{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""brimstone"": 0.333, ""omen"": 0.333}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,Autumn__GE
Ash,GEN,"omen,brimstone,astra",Controller,1.0,244,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.0,196.0,0.94,69.0,131.9,0.68,0.3,0.13,0.14,27.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.333, ""brimstone"": 0.333, ""omen"": 0.333}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,Ash__GEN
crazyguy,RRQ,"omen,brimstone,kayo",Controller,0.667,469,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.96,180.5,0.91,70.0,116.3,0.6,0.45,0.06,0.1,23.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.35,2.0,"{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""brimstone"": 0.333, ""kayo"": 0.333, ""omen"": 0.333}",Dominant effective role is Controller (67%). Per-agent rounds were unavailable; agent pool was weighted equally.,crazyguy__RRQ
Munchkin,T1,"astra,omen,brimstone",Controller,1.0,400,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.96,170.7,0.92,73.0,109.9,0.59,0.45,0.04,0.1,19.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.333, ""brimstone"": 0.333, ""omen"": 0.333}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,Munchkin__T1
Rb,NS,"brimstone,omen,astra",Controller,1.0,375,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.92,157.1,0.86,70.0,102.5,0.55,0.41,0.04,0.08,24.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.333, ""brimstone"": 0.333, ""omen"": 0.333}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,Rb__NS
SSeeS,DFM,"astra,brimstone,tejo",Controller,0.667,357,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.9,164.1,0.8,73.0,107.3,0.54,0.45,0.04,0.07,26.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.35,2.0,"{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""astra"": 0.333, ""brimstone"": 0.333, ""tejo"": 0.333}",Dominant effective role is Controller (67%). Per-agent rounds were unavailable; agent pool was weighted equally.,SSeeS__DFM
Crws,FS,"astra,brimstone,deadlock",Controller,0.667,442,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.89,163.4,0.85,73.0,111.3,0.56,0.36,0.06,0.08,23.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.35,2.0,"{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.333}","{""astra"": 0.333, ""brimstone"": 0.333, ""deadlock"": 0.333}",Dominant effective role is Controller (67%). Per-agent rounds were unavailable; agent pool was weighted equally.,Crws__FS
SugarZ3ro,ZETA,"omen,brimstone,astra",Controller,1.0,269,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.87,171.5,0.8,69.0,110.1,0.59,0.37,0.07,0.09,30.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.333, ""brimstone"": 0.333, ""omen"": 0.333}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,SugarZ3ro__ZETA
C1ndeR,VL,"omen,astra,breach",Controller,0.667,275,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.78,157.0,0.73,68.0,97.7,0.54,0.36,0.06,0.07,31.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.35,2.0,"{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""Controller"": 0.667, ""Duelist"": 0.0, ""Initiator"": 0.333, ""Sentinel"": 0.0}","{""astra"": 0.333, ""breach"": 0.333, ""omen"": 0.333}",Dominant effective role is Controller (67%). Per-agent rounds were unavailable; agent pool was weighted equally.,C1ndeR__VL
KiTae,GEN,"omen,astra",Controller,1.0,143,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.72,156.7,0.65,70.0,101.3,0.48,0.38,0.08,0.11,28.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""astra"": 0.5, ""omen"": 0.5}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,KiTae__GEN
Foxy9,GEN,"brimstone,omen",Controller,1.0,38,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,0.72,140.0,0.7,71.0,82.2,0.5,0.34,0.05,0.05,27.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Controller,Controller,0.0,1.0,"{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 1.0, ""Duelist"": 0.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""brimstone"": 0.5, ""omen"": 0.5}",Only one effective role is present: locked as Controller. Per-agent rounds were unavailable; agent pool was weighted equally.,Foxy9__GEN
primmie,FS,"phoenix,waylay,raze",Duelist,1.0,442,https://www.vlr.gg/event/stats/2775/vct-2026-pacific-stage-1?timespan=all&min_rounds=0&maps=all&agents=all,2775,1.24,265.4,1.31,74.0,166.7,0.92,0.23,0.2,0.14,30.0,Pacific,VCT 2026 Pacific Stage 1,Stage 1,Duelist,Duelist,0.0,1.0,"{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""Controller"": 0.0, ""Duelist"": 1.0, ""Initiator"": 0.0, ""Sentinel"": 0.0}","{""phoenix"": 0.333, ""raze"": 0.333, ""waylay"": 0.333}",Only one effective role is present: locked as Duelist. Per-agent rounds were unavailable; agent pool was weighted equally.,primmie__FS
