event,map,match_id,team,opponent,agents,agents_count,observed
china_stage_1,LOTUS,china_stage_1_lotus_funplus_phoenix_jdg_esports,JDG Esports,FunPlus Phoenix,"fade,killjoy,omen,raze,viper",5,True
china_stage_1,LOTUS,china_stage_1_lotus_nova_esports_trace_esports,Nova Esports,Trace Esports,"cypher,fade,neon,omen,viper",5,True
china_stage_1,LOTUS,china_stage_1_lotus_nova_esports_wolves_esports,Nova Esports,Wolves Esports,"cypher,fade,neon,omen,viper",5,True
china_stage_1,LOTUS,china_stage_1_lotus_all_gamers_titan_esports_club,Titan Esports Club,All Gamers,"fade,neon,omen,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_dragon_ranger_gaming_trace_esports,Trace Esports,Dragon Ranger Gaming,"fade,neon,omen,vyse,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_edward_gaming_trace_esports,Trace Esports,EDward Gaming,"fade,omen,raze,veto,viper",5,True
china_stage_1,LOTUS,china_stage_1_lotus_nova_esports_trace_esports,Trace Esports,Nova Esports,"fade,killjoy,omen,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_trace_esports_wolves_esports,Trace Esports,Wolves Esports,"fade,omen,raze,veto,viper",5,True
china_stage_1,LOTUS,china_stage_1_lotus_trace_esports_xi_lai_gaming,Trace Esports,Xi Lai Gaming,"fade,omen,raze,veto,viper",5,True
china_stage_1,LOTUS,china_stage_1_lotus_dragon_ranger_gaming_wolves_esports,Wolves Esports,Dragon Ranger Gaming,"fade,killjoy,omen,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_edward_gaming_wolves_esports,Wolves Esports,EDward Gaming,"fade,killjoy,omen,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_nova_esports_wolves_esports,Wolves Esports,Nova Esports,"fade,neon,omen,raze,vyse",5,True
china_stage_1,LOTUS,china_stage_1_lotus_trace_esports_wolves_esports,Wolves Esports,Trace Esports,"fade,killjoy,omen,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_wolves_esports_xi_lai_gaming,Wolves Esports,Xi Lai Gaming,"fade,killjoy,omen,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_all_gamers_xi_lai_gaming,Xi Lai Gaming,All Gamers,"neon,omen,skye,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_dragon_ranger_gaming_xi_lai_gaming,Xi Lai Gaming,Dragon Ranger Gaming,"neon,omen,skye,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_edward_gaming_xi_lai_gaming,Xi Lai Gaming,EDward Gaming,"neon,omen,skye,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_trace_esports_xi_lai_gaming,Xi Lai Gaming,Trace Esports,"neon,omen,skye,viper,waylay",5,True
china_stage_1,LOTUS,china_stage_1_lotus_wolves_esports_xi_lai_gaming,Xi Lai Gaming,Wolves Esports,"neon,omen,skye,viper,waylay",5,True
china_stage_1,PEARL,china_stage_1_pearl_all_gamers_bilibili_gaming,All Gamers,Bilibili Gaming,"astra,chamber,fade,neon,phoenix",5,True
china_stage_1,PEARL,china_stage_1_pearl_all_gamers_funplus_phoenix,All Gamers,FunPlus Phoenix,"astra,fade,killjoy,neon,waylay",5,True
china_stage_1,PEARL,china_stage_1_pearl_all_gamers_bilibili_gaming,Bilibili Gaming,All Gamers,"astra,killjoy,neon,phoenix,tejo",5,True
china_stage_1,PEARL,china_stage_1_pearl_bilibili_gaming_funplus_phoenix,Bilibili Gaming,FunPlus Phoenix,"astra,killjoy,neon,phoenix,tejo",5,True
china_stage_1,PEARL,china_stage_1_pearl_bilibili_gaming_tyloo,Bilibili Gaming,TYLOO,"astra,killjoy,neon,phoenix,tejo",5,True
china_stage_1,PEARL,china_stage_1_pearl_dragon_ranger_gaming_wolves_esports,Dragon Ranger Gaming,Wolves Esports,"astra,neon,skye,vyse,waylay",5,True
china_stage_1,PEARL,china_stage_1_pearl_all_gamers_funplus_phoenix,FunPlus Phoenix,All Gamers,"astra,fade,killjoy,neon,waylay",5,True
china_stage_1,PEARL,china_stage_1_pearl_bilibili_gaming_funplus_phoenix,FunPlus Phoenix,Bilibili Gaming,"astra,fade,killjoy,neon,waylay",5,True
china_stage_1,PEARL,china_stage_1_pearl_funplus_phoenix_jdg_esports,FunPlus Phoenix,JDG Esports,"astra,fade,killjoy,neon,waylay",5,True
china_stage_1,PEARL,china_stage_1_pearl_funplus_phoenix_tyloo,FunPlus Phoenix,TYLOO,"astra,fade,killjoy,neon,waylay",5,True
china_stage_1,PEARL,china_stage_1_pearl_funplus_phoenix_jdg_esports,JDG Esports,FunPlus Phoenix,"astra,fade,killjoy,neon,phoenix",5,True
china_stage_1,PEARL,china_stage_1_pearl_bilibili_gaming_tyloo,TYLOO,Bilibili Gaming,"astra,chamber,fade,neon,phoenix",5,True
china_stage_1,PEARL,china_stage_1_pearl_funplus_phoenix_tyloo,TYLOO,FunPlus Phoenix,"astra,fade,killjoy,neon,phoenix",5,True
china_stage_1,PEARL,china_stage_1_pearl_dragon_ranger_gaming_wolves_esports,Wolves Esports,Dragon Ranger Gaming,"astra,killjoy,sova,tejo,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_all_gamers_funplus_phoenix,All Gamers,FunPlus Phoenix,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_all_gamers_xi_lai_gaming,All Gamers,Xi Lai Gaming,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_dragon_ranger_gaming_edward_gaming,Dragon Ranger Gaming,EDward Gaming,"cypher,neon,omen,skye,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_dragon_ranger_gaming_edward_gaming,EDward Gaming,Dragon Ranger Gaming,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_edward_gaming_xi_lai_gaming,EDward Gaming,Xi Lai Gaming,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_all_gamers_funplus_phoenix,FunPlus Phoenix,All Gamers,"fade,neon,omen,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_funplus_phoenix_jdg_esports,FunPlus Phoenix,JDG Esports,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_funplus_phoenix_titan_esports_club,FunPlus Phoenix,Titan Esports Club,"fade,neon,omen,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_funplus_phoenix_tyloo,FunPlus Phoenix,TYLOO,"fade,neon,omen,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_funplus_phoenix_jdg_esports,JDG Esports,FunPlus Phoenix,"fade,omen,raze,viper,vyse",5,True
china_stage_1,SPLIT,china_stage_1_split_nova_esports_trace_esports,Nova Esports,Trace Esports,"fade,omen,raze,viper,vyse",5,True
china_stage_1,SPLIT,china_stage_1_split_funplus_phoenix_tyloo,TYLOO,FunPlus Phoenix,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_tyloo_titan_esports_club,TYLOO,Titan Esports Club,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_funplus_phoenix_titan_esports_club,Titan Esports Club,FunPlus Phoenix,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_titan_esports_club_trace_esports,Titan Esports Club,Trace Esports,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_tyloo_titan_esports_club,Titan Esports Club,TYLOO,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_nova_esports_trace_esports,Trace Esports,Nova Esports,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_titan_esports_club_trace_esports,Trace Esports,Titan Esports Club,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_all_gamers_xi_lai_gaming,Xi Lai Gaming,All Gamers,"neon,omen,skye,viper,waylay",5,True
china_stage_1,SPLIT,china_stage_1_split_edward_gaming_xi_lai_gaming,Xi Lai Gaming,EDward Gaming,"neon,omen,skye,viper,waylay",5,True
emea_stage_1,BIND,emea_stage_1_bind_eternal_fire_fnatic,Eternal Fire,FNATIC,"brimstone,neon,skye,viper,waylay",5,True
emea_stage_1,BIND,emea_stage_1_bind_eternal_fire_team_vitality,Eternal Fire,Team Vitality,"brimstone,neon,skye,viper,vyse",5,True
emea_stage_1,BIND,emea_stage_1_bind_eternal_fire_fnatic,FNATIC,Eternal Fire,"brimstone,neon,skye,viper,waylay",5,True
emea_stage_1,BIND,emea_stage_1_bind_fnatic_giantx,FNATIC,GIANTX,"brimstone,neon,skye,viper,waylay",5,True
emea_stage_1,BIND,emea_stage_1_bind_fut_esports_gentle_mates,FUT Esports,Gentle Mates,"brimstone,neon,skye,viper,waylay",5,True
emea_stage_1,BIND,emea_stage_1_bind_fut_esports_karmine_corp,FUT Esports,Karmine Corp,"brimstone,neon,raze,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_fut_esports_natus_vincere,FUT Esports,Natus Vincere,"brimstone,neon,raze,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_fnatic_giantx,GIANTX,FNATIC,"brimstone,neon,skye,tejo,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_fut_esports_gentle_mates,Gentle Mates,FUT Esports,"brimstone,neon,skye,viper,waylay",5,True
emea_stage_1,BIND,emea_stage_1_bind_fut_esports_karmine_corp,Karmine Corp,FUT Esports,"brimstone,gekko,raze,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_fut_esports_natus_vincere,Natus Vincere,FUT Esports,"brimstone,chamber,neon,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_natus_vincere_team_heretics,Natus Vincere,Team Heretics,"brimstone,chamber,neon,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_natus_vincere_team_liquid,Natus Vincere,Team Liquid,"brimstone,neon,skye,viper,vyse",5,True
emea_stage_1,BIND,emea_stage_1_bind_natus_vincere_team_heretics,Team Heretics,Natus Vincere,"astra,chamber,neon,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_team_heretics_team_liquid,Team Heretics,Team Liquid,"astra,chamber,neon,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_natus_vincere_team_liquid,Team Liquid,Natus Vincere,"brimstone,neon,phoenix,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_team_heretics_team_liquid,Team Liquid,Team Heretics,"brimstone,neon,phoenix,skye,viper",5,True
emea_stage_1,BIND,emea_stage_1_bind_eternal_fire_team_vitality,Team Vitality,Eternal Fire,"brimstone,fade,neon,phoenix,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_bbl_esports_pcific_esports,BBL Esports,PCIFIC Esports,"astra,jett,kayo,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_bbl_esports_team_vitality,BBL Esports,Team Vitality,"jett,neon,omen,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_eternal_fire_fnatic,Eternal Fire,FNATIC,"astra,cypher,jett,kayo,sova",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_eternal_fire_fnatic,FNATIC,Eternal Fire,"harbor,iso,neon,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_fnatic_giantx,FNATIC,GIANTX,"harbor,kayo,neon,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_fnatic_team_vitality,FNATIC,Team Vitality,"harbor,kayo,neon,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_fut_esports_team_liquid,FUT Esports,Team Liquid,"jett,neon,omen,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_fnatic_giantx,GIANTX,FNATIC,"neon,omen,skye,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_bbl_esports_pcific_esports,PCIFIC Esports,BBL Esports,"jett,kayo,omen,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_fut_esports_team_liquid,Team Liquid,FUT Esports,"kayo,neon,omen,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_bbl_esports_team_vitality,Team Vitality,BBL Esports,"harbor,jett,kayo,sova,viper",5,True
emea_stage_1,BREEZE,emea_stage_1_breeze_fnatic_team_vitality,Team Vitality,FNATIC,"harbor,jett,kayo,sova,viper",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_eternal_fire_pcific_esports,Eternal Fire,PCIFIC Esports,"brimstone,cypher,neon,skye,tejo",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_fut_esports_natus_vincere,FUT Esports,Natus Vincere,"breach,brimstone,cypher,neon,raze",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_gentle_mates_karmine_corp,Gentle Mates,Karmine Corp,"breach,brimstone,fade,neon,veto",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_gentle_mates_team_heretics,Gentle Mates,Team Heretics,"breach,brimstone,fade,neon,veto",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_gentle_mates_karmine_corp,Karmine Corp,Gentle Mates,"astra,fade,kayo,vyse,waylay",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_karmine_corp_team_heretics,Karmine Corp,Team Heretics,"astra,fade,kayo,vyse,waylay",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_fut_esports_natus_vincere,Natus Vincere,FUT Esports,"chamber,fade,neon,omen,viper",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_eternal_fire_pcific_esports,PCIFIC Esports,Eternal Fire,"astra,neon,skye,tejo,veto",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_gentle_mates_team_heretics,Team Heretics,Gentle Mates,"brimstone,cypher,fade,neon,raze",5,True
emea_stage_1,FRACTURE,emea_stage_1_fracture_karmine_corp_team_heretics,Team Heretics,Karmine Corp,"brimstone,cypher,fade,neon,raze",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_bbl_esports_giantx,BBL Esports,GIANTX,"breach,cypher,jett,omen,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_bbl_esports_team_vitality,BBL Esports,Team Vitality,"breach,cypher,jett,omen,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fnatic_giantx,FNATIC,GIANTX,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fut_esports_gentle_mates,FUT Esports,Gentle Mates,"killjoy,neon,omen,sova,waylay",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fut_esports_karmine_corp,FUT Esports,Karmine Corp,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fut_esports_team_liquid,FUT Esports,Team Liquid,"cypher,jett,neon,omen,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_bbl_esports_giantx,GIANTX,BBL Esports,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fnatic_giantx,GIANTX,FNATIC,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_giantx_pcific_esports,GIANTX,PCIFIC Esports,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_giantx_team_vitality,GIANTX,Team Vitality,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fut_esports_gentle_mates,Gentle Mates,FUT Esports,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_gentle_mates_karmine_corp,Gentle Mates,Karmine Corp,"fade,neon,omen,veto,viper",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fut_esports_karmine_corp,Karmine Corp,FUT Esports,"cypher,fade,neon,omen,phoenix",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_gentle_mates_karmine_corp,Karmine Corp,Gentle Mates,"cypher,fade,neon,omen,phoenix",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_karmine_corp_team_heretics,Karmine Corp,Team Heretics,"cypher,fade,neon,omen,phoenix",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_karmine_corp_team_liquid,Karmine Corp,Team Liquid,"fade,jett,omen,tejo,vyse",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_giantx_pcific_esports,PCIFIC Esports,GIANTX,"chamber,neon,omen,sova,viper",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_karmine_corp_team_heretics,Team Heretics,Karmine Corp,"cypher,neon,omen,phoenix,sova",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_fut_esports_team_liquid,Team Liquid,FUT Esports,"killjoy,neon,omen,phoenix,skye",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_karmine_corp_team_liquid,Team Liquid,Karmine Corp,"killjoy,neon,omen,phoenix,skye",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_bbl_esports_team_vitality,Team Vitality,BBL Esports,"killjoy,neon,omen,sova,viper",5,True
emea_stage_1,HAVEN,emea_stage_1_haven_giantx_team_vitality,Team Vitality,GIANTX,"killjoy,neon,omen,sova,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_bbl_esports_giantx,BBL Esports,GIANTX,"fade,neon,omen,raze,vyse",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_bbl_esports_team_vitality,BBL Esports,Team Vitality,"fade,neon,omen,raze,vyse",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_eternal_fire_fnatic,Eternal Fire,FNATIC,"neon,omen,raze,skye,veto",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_eternal_fire_pcific_esports,Eternal Fire,PCIFIC Esports,"fade,neon,omen,raze,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_eternal_fire_team_vitality,Eternal Fire,Team Vitality,"fade,neon,omen,raze,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_eternal_fire_fnatic,FNATIC,Eternal Fire,"fade,killjoy,omen,viper,waylay",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_fnatic_pcific_esports,FNATIC,PCIFIC Esports,"fade,killjoy,neon,omen,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_fut_esports_karmine_corp,FUT Esports,Karmine Corp,"chamber,fade,neon,omen,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_bbl_esports_giantx,GIANTX,BBL Esports,"chamber,fade,neon,omen,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_gentle_mates_natus_vincere,Gentle Mates,Natus Vincere,"fade,neon,omen,raze,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_gentle_mates_team_heretics,Gentle Mates,Team Heretics,"fade,neon,omen,raze,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_fut_esports_karmine_corp,Karmine Corp,FUT Esports,"cypher,fade,neon,omen,phoenix",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_karmine_corp_team_heretics,Karmine Corp,Team Heretics,"fade,neon,omen,vyse,waylay",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_gentle_mates_natus_vincere,Natus Vincere,Gentle Mates,"chamber,fade,neon,omen,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_natus_vincere_team_heretics,Natus Vincere,Team Heretics,"chamber,fade,neon,omen,viper",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_natus_vincere_team_liquid,Natus Vincere,Team Liquid,"fade,neon,omen,viper,vyse",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_eternal_fire_pcific_esports,PCIFIC Esports,Eternal Fire,"deadlock,fade,neon,omen,vyse",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_fnatic_pcific_esports,PCIFIC Esports,FNATIC,"fade,neon,omen,sage,veto",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_gentle_mates_team_heretics,Team Heretics,Gentle Mates,"fade,neon,omen,raze,vyse",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_karmine_corp_team_heretics,Team Heretics,Karmine Corp,"fade,neon,omen,raze,vyse",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_natus_vincere_team_heretics,Team Heretics,Natus Vincere,"chamber,harbor,neon,omen,skye",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_natus_vincere_team_liquid,Team Liquid,Natus Vincere,"cypher,fade,neon,omen,raze",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_bbl_esports_team_vitality,Team Vitality,BBL Esports,"fade,neon,omen,viper,vyse",5,True
emea_stage_1,LOTUS,emea_stage_1_lotus_eternal_fire_team_vitality,Team Vitality,Eternal Fire,"fade,killjoy,neon,omen,viper",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_bbl_esports_eternal_fire,BBL Esports,Eternal Fire,"astra,cypher,neon,sova,waylay",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_bbl_esports_eternal_fire,Eternal Fire,BBL Esports,"astra,cypher,fade,neon,phoenix",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_fut_esports_gentle_mates,FUT Esports,Gentle Mates,"astra,fade,killjoy,neon,waylay",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_giantx_pcific_esports,GIANTX,PCIFIC Esports,"astra,cypher,fade,tejo,waylay",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_giantx_team_vitality,GIANTX,Team Vitality,"astra,cypher,fade,tejo,waylay",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_fut_esports_gentle_mates,Gentle Mates,FUT Esports,"astra,cypher,fade,neon,phoenix",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_gentle_mates_karmine_corp,Gentle Mates,Karmine Corp,"astra,cypher,fade,neon,phoenix",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_gentle_mates_natus_vincere,Gentle Mates,Natus Vincere,"astra,cypher,fade,neon,phoenix",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_gentle_mates_karmine_corp,Karmine Corp,Gentle Mates,"astra,fade,jett,omen,veto",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_karmine_corp_team_liquid,Karmine Corp,Team Liquid,"astra,fade,tejo,vyse,waylay",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_gentle_mates_natus_vincere,Natus Vincere,Gentle Mates,"astra,chamber,neon,sova,tejo",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_natus_vincere_team_heretics,Natus Vincere,Team Heretics,"astra,chamber,sova,tejo,waylay",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_giantx_pcific_esports,PCIFIC Esports,GIANTX,"astra,fade,neon,raze,veto",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_natus_vincere_team_heretics,Team Heretics,Natus Vincere,"astra,chamber,harbor,neon,skye",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_team_heretics_team_liquid,Team Heretics,Team Liquid,"astra,chamber,harbor,neon,skye",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_karmine_corp_team_liquid,Team Liquid,Karmine Corp,"astra,fade,killjoy,neon,phoenix",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_team_heretics_team_liquid,Team Liquid,Team Heretics,"astra,fade,killjoy,neon,phoenix",5,True
emea_stage_1,PEARL,emea_stage_1_pearl_giantx_team_vitality,Team Vitality,GIANTX,"astra,chamber,kayo,neon,sova",5,True
emea_stage_1,SPLIT,emea_stage_1_split_bbl_esports_eternal_fire,BBL Esports,Eternal Fire,"jett,omen,raze,skye,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_bbl_esports_giantx,BBL Esports,GIANTX,"astra,fade,neon,raze,vyse",5,True
emea_stage_1,SPLIT,emea_stage_1_split_bbl_esports_pcific_esports,BBL Esports,PCIFIC Esports,"neon,omen,skye,viper,waylay",5,True
emea_stage_1,SPLIT,emea_stage_1_split_bbl_esports_eternal_fire,Eternal Fire,BBL Esports,"astra,fade,neon,raze,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_eternal_fire_pcific_esports,Eternal Fire,PCIFIC Esports,"fade,neon,omen,raze,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_fnatic_pcific_esports,FNATIC,PCIFIC Esports,"astra,neon,raze,skye,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_fnatic_team_vitality,FNATIC,Team Vitality,"astra,neon,raze,skye,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_fut_esports_natus_vincere,FUT Esports,Natus Vincere,"neon,omen,raze,skye,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_bbl_esports_giantx,GIANTX,BBL Esports,"astra,neon,skye,viper,waylay",5,True
emea_stage_1,SPLIT,emea_stage_1_split_giantx_pcific_esports,GIANTX,PCIFIC Esports,"astra,neon,skye,viper,waylay",5,True
emea_stage_1,SPLIT,emea_stage_1_split_fut_esports_natus_vincere,Natus Vincere,FUT Esports,"fade,neon,omen,raze,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_natus_vincere_team_liquid,Natus Vincere,Team Liquid,"fade,neon,omen,viper,vyse",5,True
emea_stage_1,SPLIT,emea_stage_1_split_bbl_esports_pcific_esports,PCIFIC Esports,BBL Esports,"astra,fade,raze,viper,waylay",5,True
emea_stage_1,SPLIT,emea_stage_1_split_eternal_fire_pcific_esports,PCIFIC Esports,Eternal Fire,"astra,fade,neon,raze,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_fnatic_pcific_esports,PCIFIC Esports,FNATIC,"astra,fade,neon,raze,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_giantx_pcific_esports,PCIFIC Esports,GIANTX,"astra,fade,neon,raze,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_natus_vincere_team_liquid,Team Liquid,Natus Vincere,"astra,fade,neon,raze,viper",5,True
emea_stage_1,SPLIT,emea_stage_1_split_fnatic_team_vitality,Team Vitality,FNATIC,"fade,neon,omen,raze,viper",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_detonation_focusme_full_sense,DetonatioN FocusMe,FULL SENSE,"brimstone,neon,skye,viper,waylay",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_detonation_focusme_zeta_division,DetonatioN FocusMe,ZETA DIVISION,"brimstone,neon,skye,viper,waylay",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_detonation_focusme_full_sense,FULL SENSE,DetonatioN FocusMe,"brimstone,neon,skye,viper,waylay",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_gen_g_global_esports,Gen.G,Global Esports,"brimstone,fade,neon,viper,yoru",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_gen_g_global_esports,Global Esports,Gen.G,"brimstone,deadlock,gekko,kayo,neon",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_rex_regum_qeon_t1,Rex Regum Qeon,T1,"brimstone,neon,skye,viper,waylay",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_rex_regum_qeon_varrel,Rex Regum Qeon,VARREL,"brimstone,neon,skye,viper,waylay",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_rex_regum_qeon_t1,T1,Rex Regum Qeon,"brimstone,chamber,neon,skye,viper",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_rex_regum_qeon_varrel,VARREL,Rex Regum Qeon,"astra,chamber,jett,skye,waylay",5,True
pacific_stage_1,BIND,pacific_stage_1_bind_detonation_focusme_zeta_division,ZETA DIVISION,DetonatioN FocusMe,"brimstone,neon,skye,viper,waylay",5,True
