event,raw_map,raw_maps_played,raw_atk_win_rate,raw_def_win_rate,agent,raw_pick_rate
pacific_stage_1,B Breeze,2,42%,58%,vyse,0%
pacific_stage_1,B Breeze,2,42%,58%,deadlock,0%
pacific_stage_1,B Breeze,2,42%,58%,kayo,50%
pacific_stage_1,B Breeze,2,42%,58%,veto,0%
pacific_stage_1,B Breeze,2,42%,58%,harbor,50%
pacific_stage_1,B Breeze,2,42%,58%,yoru,0%
pacific_stage_1,B Breeze,2,42%,58%,iso,0%
pacific_stage_1,B Breeze,2,42%,58%,gekko,0%
pacific_stage_1,B Breeze,2,42%,58%,sage,0%
pacific_stage_1,B Breeze,2,42%,58%,reyna,0%
pacific_stage_1,B Breeze,2,42%,58%,clove,0%
pacific_stage_1,B Breeze,2,42%,58%,miks,0%
emea_stage_1,,61,51%,49%,neon,84%
emea_stage_1,,61,51%,49%,viper,52%
emea_stage_1,,61,51%,49%,omen,49%
emea_stage_1,,61,51%,49%,fade,48%
emea_stage_1,,61,51%,49%,astra,30%
emea_stage_1,,61,51%,49%,skye,27%
emea_stage_1,,61,51%,49%,sova,25%
emea_stage_1,,61,51%,49%,raze,25%
emea_stage_1,,61,51%,49%,cypher,23%
emea_stage_1,,61,51%,49%,phoenix,19%
emea_stage_1,,61,51%,49%,brimstone,18%
emea_stage_1,,61,51%,49%,waylay,16%
emea_stage_1,,61,51%,49%,chamber,13%
emea_stage_1,,61,51%,49%,vyse,13%
emea_stage_1,,61,51%,49%,jett,11%
emea_stage_1,,61,51%,49%,kayo,9%
emea_stage_1,,61,51%,49%,killjoy,9%
emea_stage_1,,61,51%,49%,tejo,7%
emea_stage_1,,61,51%,49%,harbor,7%
emea_stage_1,,61,51%,49%,veto,7%
emea_stage_1,,61,51%,49%,breach,4%
emea_stage_1,,61,51%,49%,iso,1%
emea_stage_1,,61,51%,49%,sage,1%
emea_stage_1,,61,51%,49%,gekko,1%
emea_stage_1,,61,51%,49%,deadlock,1%
emea_stage_1,,61,51%,49%,miks,0%
emea_stage_1,,61,51%,49%,reyna,0%
emea_stage_1,,61,51%,49%,clove,0%
emea_stage_1,,61,51%,49%,yoru,0%
emea_stage_1,L Lotus,12,53%,48%,neon,96%
emea_stage_1,L Lotus,12,53%,48%,viper,54%
emea_stage_1,L Lotus,12,53%,48%,omen,100%
emea_stage_1,L Lotus,12,53%,48%,fade,92%
emea_stage_1,L Lotus,12,53%,48%,astra,0%
emea_stage_1,L Lotus,12,53%,48%,skye,8%
emea_stage_1,L Lotus,12,53%,48%,sova,0%
emea_stage_1,L Lotus,12,53%,48%,raze,42%
emea_stage_1,L Lotus,12,53%,48%,cypher,8%
emea_stage_1,L Lotus,12,53%,48%,phoenix,4%
emea_stage_1,L Lotus,12,53%,48%,brimstone,0%
emea_stage_1,L Lotus,12,53%,48%,waylay,8%
emea_stage_1,L Lotus,12,53%,48%,chamber,21%
emea_stage_1,L Lotus,12,53%,48%,vyse,33%
emea_stage_1,L Lotus,12,53%,48%,jett,0%
emea_stage_1,L Lotus,12,53%,48%,kayo,0%
emea_stage_1,L Lotus,12,53%,48%,killjoy,13%
emea_stage_1,L Lotus,12,53%,48%,tejo,0%
emea_stage_1,L Lotus,12,53%,48%,harbor,4%
emea_stage_1,L Lotus,12,53%,48%,veto,8%
emea_stage_1,L Lotus,12,53%,48%,breach,0%
emea_stage_1,L Lotus,12,53%,48%,iso,0%
emea_stage_1,L Lotus,12,53%,48%,sage,4%
emea_stage_1,L Lotus,12,53%,48%,gekko,0%
emea_stage_1,L Lotus,12,53%,48%,deadlock,4%
emea_stage_1,L Lotus,12,53%,48%,miks,0%
emea_stage_1,L Lotus,12,53%,48%,reyna,0%
emea_stage_1,L Lotus,12,53%,48%,clove,0%
emea_stage_1,L Lotus,12,53%,48%,yoru,0%
emea_stage_1,H Haven,11,56%,44%,neon,86%
emea_stage_1,H Haven,11,56%,44%,viper,18%
emea_stage_1,H Haven,11,56%,44%,omen,100%
emea_stage_1,H Haven,11,56%,44%,fade,23%
emea_stage_1,H Haven,11,56%,44%,astra,0%
emea_stage_1,H Haven,11,56%,44%,skye,9%
emea_stage_1,H Haven,11,56%,44%,sova,68%
emea_stage_1,H Haven,11,56%,44%,raze,0%
emea_stage_1,H Haven,11,56%,44%,cypher,64%
emea_stage_1,H Haven,11,56%,44%,phoenix,59%
emea_stage_1,H Haven,11,56%,44%,brimstone,0%
emea_stage_1,H Haven,11,56%,44%,waylay,5%
emea_stage_1,H Haven,11,56%,44%,chamber,5%
emea_stage_1,H Haven,11,56%,44%,vyse,5%
emea_stage_1,H Haven,11,56%,44%,jett,18%
emea_stage_1,H Haven,11,56%,44%,kayo,0%
emea_stage_1,H Haven,11,56%,44%,killjoy,23%
emea_stage_1,H Haven,11,56%,44%,tejo,5%
emea_stage_1,H Haven,11,56%,44%,harbor,0%
emea_stage_1,H Haven,11,56%,44%,veto,5%
emea_stage_1,H Haven,11,56%,44%,breach,9%
emea_stage_1,H Haven,11,56%,44%,iso,0%
emea_stage_1,H Haven,11,56%,44%,sage,0%
emea_stage_1,H Haven,11,56%,44%,gekko,0%
emea_stage_1,H Haven,11,56%,44%,deadlock,0%
emea_stage_1,H Haven,11,56%,44%,miks,0%
emea_stage_1,H Haven,11,56%,44%,reyna,0%
emea_stage_1,H Haven,11,56%,44%,clove,0%
emea_stage_1,H Haven,11,56%,44%,yoru,0%
emea_stage_1,B Bind,9,51%,49%,neon,94%
emea_stage_1,B Bind,9,51%,49%,viper,100%
emea_stage_1,B Bind,9,51%,49%,omen,0%
emea_stage_1,B Bind,9,51%,49%,fade,6%
emea_stage_1,B Bind,9,51%,49%,astra,11%
emea_stage_1,B Bind,9,51%,49%,skye,94%
emea_stage_1,B Bind,9,51%,49%,sova,0%
emea_stage_1,B Bind,9,51%,49%,raze,17%
emea_stage_1,B Bind,9,51%,49%,cypher,0%
emea_stage_1,B Bind,9,51%,49%,phoenix,17%
emea_stage_1,B Bind,9,51%,49%,brimstone,89%
emea_stage_1,B Bind,9,51%,49%,waylay,28%
emea_stage_1,B Bind,9,51%,49%,chamber,22%
emea_stage_1,B Bind,9,51%,49%,vyse,11%
emea_stage_1,B Bind,9,51%,49%,jett,0%
emea_stage_1,B Bind,9,51%,49%,kayo,0%
emea_stage_1,B Bind,9,51%,49%,killjoy,0%
emea_stage_1,B Bind,9,51%,49%,tejo,6%
emea_stage_1,B Bind,9,51%,49%,harbor,0%
emea_stage_1,B Bind,9,51%,49%,veto,0%
emea_stage_1,B Bind,9,51%,49%,breach,0%
emea_stage_1,B Bind,9,51%,49%,iso,0%
emea_stage_1,B Bind,9,51%,49%,sage,0%
emea_stage_1,B Bind,9,51%,49%,gekko,6%
emea_stage_1,B Bind,9,51%,49%,deadlock,0%
emea_stage_1,B Bind,9,51%,49%,miks,0%
emea_stage_1,B Bind,9,51%,49%,reyna,0%
emea_stage_1,B Bind,9,51%,49%,clove,0%
emea_stage_1,B Bind,9,51%,49%,yoru,0%
emea_stage_1,P Pearl,9,43%,57%,neon,72%
emea_stage_1,P Pearl,9,43%,57%,viper,0%
emea_stage_1,P Pearl,9,43%,57%,omen,6%
emea_stage_1,P Pearl,9,43%,57%,fade,67%
emea_stage_1,P Pearl,9,43%,57%,astra,100%
emea_stage_1,P Pearl,9,43%,57%,skye,11%
emea_stage_1,P Pearl,9,43%,57%,sova,22%
emea_stage_1,P Pearl,9,43%,57%,raze,6%
emea_stage_1,P Pearl,9,43%,57%,cypher,39%
emea_stage_1,P Pearl,9,43%,57%,phoenix,33%
emea_stage_1,P Pearl,9,43%,57%,brimstone,0%
emea_stage_1,P Pearl,9,43%,57%,waylay,33%
emea_stage_1,P Pearl,9,43%,57%,chamber,28%
emea_stage_1,P Pearl,9,43%,57%,vyse,6%
emea_stage_1,P Pearl,9,43%,57%,jett,6%
emea_stage_1,P Pearl,9,43%,57%,kayo,6%
emea_stage_1,P Pearl,9,43%,57%,killjoy,17%
emea_stage_1,P Pearl,9,43%,57%,tejo,28%
emea_stage_1,P Pearl,9,43%,57%,harbor,11%
emea_stage_1,P Pearl,9,43%,57%,veto,11%
emea_stage_1,P Pearl,9,43%,57%,breach,0%
emea_stage_1,P Pearl,9,43%,57%,iso,0%
emea_stage_1,P Pearl,9,43%,57%,sage,0%
emea_stage_1,P Pearl,9,43%,57%,gekko,0%
emea_stage_1,P Pearl,9,43%,57%,deadlock,0%
emea_stage_1,P Pearl,9,43%,57%,miks,0%
emea_stage_1,P Pearl,9,43%,57%,reyna,0%
emea_stage_1,P Pearl,9,43%,57%,clove,0%
emea_stage_1,P Pearl,9,43%,57%,yoru,0%
emea_stage_1,S Split,9,44%,56%,neon,89%
emea_stage_1,S Split,9,44%,56%,viper,94%
emea_stage_1,S Split,9,44%,56%,omen,39%
emea_stage_1,S Split,9,44%,56%,fade,61%
emea_stage_1,S Split,9,44%,56%,astra,61%
emea_stage_1,S Split,9,44%,56%,skye,39%
emea_stage_1,S Split,9,44%,56%,sova,0%
emea_stage_1,S Split,9,44%,56%,raze,78%
emea_stage_1,S Split,9,44%,56%,cypher,0%
emea_stage_1,S Split,9,44%,56%,phoenix,0%
emea_stage_1,S Split,9,44%,56%,brimstone,0%
emea_stage_1,S Split,9,44%,56%,waylay,22%
emea_stage_1,S Split,9,44%,56%,chamber,0%
emea_stage_1,S Split,9,44%,56%,vyse,11%
emea_stage_1,S Split,9,44%,56%,jett,6%
emea_stage_1,S Split,9,44%,56%,kayo,0%
emea_stage_1,S Split,9,44%,56%,killjoy,0%
emea_stage_1,S Split,9,44%,56%,tejo,0%
emea_stage_1,S Split,9,44%,56%,harbor,0%
emea_stage_1,S Split,9,44%,56%,veto,0%
emea_stage_1,S Split,9,44%,56%,breach,0%
emea_stage_1,S Split,9,44%,56%,iso,0%
emea_stage_1,S Split,9,44%,56%,sage,0%
emea_stage_1,S Split,9,44%,56%,gekko,0%
emea_stage_1,S Split,9,44%,56%,deadlock,0%
emea_stage_1,S Split,9,44%,56%,miks,0%
emea_stage_1,S Split,9,44%,56%,reyna,0%
emea_stage_1,S Split,9,44%,56%,clove,0%
emea_stage_1,S Split,9,44%,56%,yoru,0%
emea_stage_1,B Breeze,6,55%,45%,neon,58%
emea_stage_1,B Breeze,6,55%,45%,viper,92%
emea_stage_1,B Breeze,6,55%,45%,omen,42%
emea_stage_1,B Breeze,6,55%,45%,fade,0%
emea_stage_1,B Breeze,6,55%,45%,astra,17%
emea_stage_1,B Breeze,6,55%,45%,skye,8%
emea_stage_1,B Breeze,6,55%,45%,sova,100%
emea_stage_1,B Breeze,6,55%,45%,raze,0%
emea_stage_1,B Breeze,6,55%,45%,cypher,8%
emea_stage_1,B Breeze,6,55%,45%,phoenix,0%
emea_stage_1,B Breeze,6,55%,45%,brimstone,0%
emea_stage_1,B Breeze,6,55%,45%,waylay,0%
emea_stage_1,B Breeze,6,55%,45%,chamber,0%
emea_stage_1,B Breeze,6,55%,45%,vyse,0%
emea_stage_1,B Breeze,6,55%,45%,jett,58%
emea_stage_1,B Breeze,6,55%,45%,kayo,67%
emea_stage_1,B Breeze,6,55%,45%,killjoy,0%
emea_stage_1,B Breeze,6,55%,45%,tejo,0%
emea_stage_1,B Breeze,6,55%,45%,harbor,42%
emea_stage_1,B Breeze,6,55%,45%,veto,0%
emea_stage_1,B Breeze,6,55%,45%,breach,0%
emea_stage_1,B Breeze,6,55%,45%,iso,8%
emea_stage_1,B Breeze,6,55%,45%,sage,0%
emea_stage_1,B Breeze,6,55%,45%,gekko,0%
emea_stage_1,B Breeze,6,55%,45%,deadlock,0%
emea_stage_1,B Breeze,6,55%,45%,miks,0%
emea_stage_1,B Breeze,6,55%,45%,reyna,0%
emea_stage_1,B Breeze,6,55%,45%,clove,0%
emea_stage_1,B Breeze,6,55%,45%,yoru,0%
emea_stage_1,F Fracture,5,56%,44%,neon,80%
emea_stage_1,F Fracture,5,56%,44%,viper,10%
emea_stage_1,F Fracture,5,56%,44%,omen,10%
emea_stage_1,F Fracture,5,56%,44%,fade,70%
emea_stage_1,F Fracture,5,56%,44%,astra,30%
emea_stage_1,F Fracture,5,56%,44%,skye,20%
emea_stage_1,F Fracture,5,56%,44%,sova,0%
emea_stage_1,F Fracture,5,56%,44%,raze,30%
emea_stage_1,F Fracture,5,56%,44%,cypher,40%
emea_stage_1,F Fracture,5,56%,44%,phoenix,0%
emea_stage_1,F Fracture,5,56%,44%,brimstone,60%
emea_stage_1,F Fracture,5,56%,44%,waylay,20%
emea_stage_1,F Fracture,5,56%,44%,chamber,10%
emea_stage_1,F Fracture,5,56%,44%,vyse,20%
emea_stage_1,F Fracture,5,56%,44%,jett,0%
emea_stage_1,F Fracture,5,56%,44%,kayo,20%
emea_stage_1,F Fracture,5,56%,44%,killjoy,0%
emea_stage_1,F Fracture,5,56%,44%,tejo,20%
emea_stage_1,F Fracture,5,56%,44%,harbor,0%
emea_stage_1,F Fracture,5,56%,44%,veto,30%
emea_stage_1,F Fracture,5,56%,44%,breach,30%
emea_stage_1,F Fracture,5,56%,44%,iso,0%
emea_stage_1,F Fracture,5,56%,44%,sage,0%
emea_stage_1,F Fracture,5,56%,44%,gekko,0%
emea_stage_1,F Fracture,5,56%,44%,deadlock,0%
emea_stage_1,F Fracture,5,56%,44%,miks,0%
emea_stage_1,F Fracture,5,56%,44%,reyna,0%
emea_stage_1,F Fracture,5,56%,44%,clove,0%
emea_stage_1,F Fracture,5,56%,44%,yoru,0%
