event,map,team,opponent,agent
china_stage_1,FRACTURE,Bilibili Gaming,JDG Esports,waylay
china_stage_1,FRACTURE,Bilibili Gaming,JDG Esports,brimstone
china_stage_1,FRACTURE,Bilibili Gaming,JDG Esports,cypher
china_stage_1,FRACTURE,Bilibili Gaming,JDG Esports,tejo
china_stage_1,FRACTURE,Bilibili Gaming,Titan Esports Club,neon
china_stage_1,FRACTURE,Bilibili Gaming,Titan Esports Club,waylay
china_stage_1,FRACTURE,Bilibili Gaming,Titan Esports Club,brimstone
china_stage_1,FRACTURE,Bilibili Gaming,Titan Esports Club,cypher
china_stage_1,FRACTURE,Bilibili Gaming,Titan Esports Club,tejo
china_stage_1,FRACTURE,Bilibili Gaming,FunPlus Phoenix,neon
china_stage_1,FRACTURE,Bilibili Gaming,FunPlus Phoenix,waylay
china_stage_1,FRACTURE,Bilibili Gaming,FunPlus Phoenix,brimstone
china_stage_1,FRACTURE,Bilibili Gaming,FunPlus Phoenix,cypher
china_stage_1,FRACTURE,Bilibili Gaming,FunPlus Phoenix,tejo
china_stage_1,FRACTURE,Wolves Esports,EDward Gaming,neon
china_stage_1,FRACTURE,Wolves Esports,EDward Gaming,waylay
china_stage_1,FRACTURE,Wolves Esports,EDward Gaming,skye
china_stage_1,FRACTURE,Wolves Esports,EDward Gaming,brimstone
china_stage_1,FRACTURE,Wolves Esports,EDward Gaming,cypher
china_stage_1,FRACTURE,Wolves Esports,Xi Lai Gaming,waylay
china_stage_1,FRACTURE,Wolves Esports,Xi Lai Gaming,brimstone
china_stage_1,FRACTURE,Wolves Esports,Xi Lai Gaming,cypher
china_stage_1,FRACTURE,Wolves Esports,Xi Lai Gaming,tejo
china_stage_1,FRACTURE,Wolves Esports,Xi Lai Gaming,breach
china_stage_1,FRACTURE,Wolves Esports,Nova Esports,waylay
china_stage_1,FRACTURE,Wolves Esports,Nova Esports,brimstone
china_stage_1,FRACTURE,Wolves Esports,Nova Esports,cypher
china_stage_1,FRACTURE,Wolves Esports,Nova Esports,tejo
china_stage_1,FRACTURE,Wolves Esports,Nova Esports,breach
china_stage_1,FRACTURE,Nova Esports,EDward Gaming,neon
china_stage_1,FRACTURE,Nova Esports,EDward Gaming,brimstone
china_stage_1,FRACTURE,Nova Esports,EDward Gaming,tejo
china_stage_1,FRACTURE,Nova Esports,EDward Gaming,chamber
china_stage_1,FRACTURE,Nova Esports,EDward Gaming,breach
china_stage_1,FRACTURE,Nova Esports,Wolves Esports,neon
china_stage_1,FRACTURE,Nova Esports,Wolves Esports,waylay
china_stage_1,FRACTURE,Nova Esports,Wolves Esports,skye
china_stage_1,FRACTURE,Nova Esports,Wolves Esports,brimstone
china_stage_1,FRACTURE,Nova Esports,Wolves Esports,cypher
china_stage_1,SPLIT,All Gamers,FunPlus Phoenix,neon
china_stage_1,SPLIT,All Gamers,FunPlus Phoenix,waylay
china_stage_1,SPLIT,All Gamers,FunPlus Phoenix,viper
china_stage_1,SPLIT,All Gamers,FunPlus Phoenix,omen
china_stage_1,SPLIT,All Gamers,FunPlus Phoenix,skye
china_stage_1,SPLIT,All Gamers,Xi Lai Gaming,neon
china_stage_1,SPLIT,All Gamers,Xi Lai Gaming,waylay
china_stage_1,SPLIT,All Gamers,Xi Lai Gaming,viper
china_stage_1,SPLIT,All Gamers,Xi Lai Gaming,omen
china_stage_1,SPLIT,All Gamers,Xi Lai Gaming,skye
china_stage_1,SPLIT,Xi Lai Gaming,EDward Gaming,neon
china_stage_1,SPLIT,Xi Lai Gaming,EDward Gaming,waylay
china_stage_1,SPLIT,Xi Lai Gaming,EDward Gaming,viper
china_stage_1,SPLIT,Xi Lai Gaming,EDward Gaming,omen
china_stage_1,SPLIT,Xi Lai Gaming,EDward Gaming,skye
china_stage_1,SPLIT,Xi Lai Gaming,All Gamers,neon
china_stage_1,SPLIT,Xi Lai Gaming,All Gamers,waylay
china_stage_1,SPLIT,Xi Lai Gaming,All Gamers,viper
china_stage_1,SPLIT,Xi Lai Gaming,All Gamers,omen
china_stage_1,SPLIT,Xi Lai Gaming,All Gamers,skye
china_stage_1,SPLIT,EDward Gaming,Dragon Ranger Gaming,neon
china_stage_1,SPLIT,EDward Gaming,Dragon Ranger Gaming,waylay
china_stage_1,SPLIT,EDward Gaming,Dragon Ranger Gaming,viper
china_stage_1,SPLIT,EDward Gaming,Dragon Ranger Gaming,omen
china_stage_1,SPLIT,EDward Gaming,Dragon Ranger Gaming,skye
china_stage_1,SPLIT,EDward Gaming,Xi Lai Gaming,neon
china_stage_1,SPLIT,EDward Gaming,Xi Lai Gaming,waylay
china_stage_1,SPLIT,EDward Gaming,Xi Lai Gaming,viper
china_stage_1,SPLIT,EDward Gaming,Xi Lai Gaming,omen
china_stage_1,SPLIT,EDward Gaming,Xi Lai Gaming,skye
china_stage_1,SPLIT,Dragon Ranger Gaming,EDward Gaming,neon
china_stage_1,SPLIT,Dragon Ranger Gaming,EDward Gaming,waylay
china_stage_1,SPLIT,Dragon Ranger Gaming,EDward Gaming,omen
china_stage_1,SPLIT,Dragon Ranger Gaming,EDward Gaming,skye
china_stage_1,SPLIT,Dragon Ranger Gaming,EDward Gaming,cypher
china_stage_1,SPLIT,Trace Esports,Nova Esports,neon
china_stage_1,SPLIT,Trace Esports,Nova Esports,waylay
china_stage_1,SPLIT,Trace Esports,Nova Esports,viper
china_stage_1,SPLIT,Trace Esports,Nova Esports,omen
china_stage_1,SPLIT,Trace Esports,Nova Esports,skye
china_stage_1,SPLIT,Trace Esports,Titan Esports Club,neon
china_stage_1,SPLIT,Trace Esports,Titan Esports Club,waylay
china_stage_1,SPLIT,Trace Esports,Titan Esports Club,viper
china_stage_1,SPLIT,Trace Esports,Titan Esports Club,omen
china_stage_1,SPLIT,Trace Esports,Titan Esports Club,skye
china_stage_1,SPLIT,TYLOO,Titan Esports Club,neon
china_stage_1,SPLIT,TYLOO,Titan Esports Club,waylay
china_stage_1,SPLIT,TYLOO,Titan Esports Club,viper
china_stage_1,SPLIT,TYLOO,Titan Esports Club,omen
china_stage_1,SPLIT,TYLOO,Titan Esports Club,skye
china_stage_1,SPLIT,TYLOO,FunPlus Phoenix,neon
china_stage_1,SPLIT,TYLOO,FunPlus Phoenix,waylay
china_stage_1,SPLIT,TYLOO,FunPlus Phoenix,viper
china_stage_1,SPLIT,TYLOO,FunPlus Phoenix,omen
china_stage_1,SPLIT,TYLOO,FunPlus Phoenix,skye
china_stage_1,SPLIT,Titan Esports Club,TYLOO,neon
china_stage_1,SPLIT,Titan Esports Club,TYLOO,waylay
china_stage_1,SPLIT,Titan Esports Club,TYLOO,viper
china_stage_1,SPLIT,Titan Esports Club,TYLOO,omen
china_stage_1,SPLIT,Titan Esports Club,TYLOO,skye
china_stage_1,SPLIT,Titan Esports Club,FunPlus Phoenix,neon
china_stage_1,SPLIT,Titan Esports Club,FunPlus Phoenix,waylay
china_stage_1,SPLIT,Titan Esports Club,FunPlus Phoenix,viper
china_stage_1,SPLIT,Titan Esports Club,FunPlus Phoenix,omen
china_stage_1,SPLIT,Titan Esports Club,FunPlus Phoenix,skye
china_stage_1,SPLIT,Titan Esports Club,Trace Esports,neon
china_stage_1,SPLIT,Titan Esports Club,Trace Esports,waylay
china_stage_1,SPLIT,Titan Esports Club,Trace Esports,viper
china_stage_1,SPLIT,Titan Esports Club,Trace Esports,omen
china_stage_1,SPLIT,Titan Esports Club,Trace Esports,skye
china_stage_1,SPLIT,JDG Esports,FunPlus Phoenix,viper
china_stage_1,SPLIT,JDG Esports,FunPlus Phoenix,omen
china_stage_1,SPLIT,JDG Esports,FunPlus Phoenix,fade
china_stage_1,SPLIT,JDG Esports,FunPlus Phoenix,raze
china_stage_1,SPLIT,JDG Esports,FunPlus Phoenix,vyse
china_stage_1,SPLIT,FunPlus Phoenix,JDG Esports,neon
china_stage_1,SPLIT,FunPlus Phoenix,JDG Esports,waylay
china_stage_1,SPLIT,FunPlus Phoenix,JDG Esports,viper
china_stage_1,SPLIT,FunPlus Phoenix,JDG Esports,omen
china_stage_1,SPLIT,FunPlus Phoenix,JDG Esports,skye
china_stage_1,SPLIT,FunPlus Phoenix,All Gamers,neon
china_stage_1,SPLIT,FunPlus Phoenix,All Gamers,waylay
china_stage_1,SPLIT,FunPlus Phoenix,All Gamers,viper
china_stage_1,SPLIT,FunPlus Phoenix,All Gamers,omen
china_stage_1,SPLIT,FunPlus Phoenix,All Gamers,fade
china_stage_1,SPLIT,FunPlus Phoenix,TYLOO,neon
china_stage_1,SPLIT,FunPlus Phoenix,TYLOO,waylay
china_stage_1,SPLIT,FunPlus Phoenix,TYLOO,viper
china_stage_1,SPLIT,FunPlus Phoenix,TYLOO,omen
china_stage_1,SPLIT,FunPlus Phoenix,TYLOO,fade
china_stage_1,SPLIT,FunPlus Phoenix,Titan Esports Club,neon
china_stage_1,SPLIT,FunPlus Phoenix,Titan Esports Club,waylay
china_stage_1,SPLIT,FunPlus Phoenix,Titan Esports Club,viper
china_stage_1,SPLIT,FunPlus Phoenix,Titan Esports Club,omen
china_stage_1,SPLIT,FunPlus Phoenix,Titan Esports Club,fade
china_stage_1,SPLIT,Nova Esports,Trace Esports,viper
china_stage_1,SPLIT,Nova Esports,Trace Esports,omen
china_stage_1,SPLIT,Nova Esports,Trace Esports,fade
china_stage_1,SPLIT,Nova Esports,Trace Esports,raze
china_stage_1,SPLIT,Nova Esports,Trace Esports,vyse
china_stage_1,PEARL,All Gamers,FunPlus Phoenix,neon
china_stage_1,PEARL,All Gamers,FunPlus Phoenix,waylay
china_stage_1,PEARL,All Gamers,FunPlus Phoenix,fade
china_stage_1,PEARL,All Gamers,FunPlus Phoenix,astra
china_stage_1,PEARL,All Gamers,FunPlus Phoenix,killjoy
china_stage_1,PEARL,All Gamers,Bilibili Gaming,neon
china_stage_1,PEARL,All Gamers,Bilibili Gaming,fade
china_stage_1,PEARL,All Gamers,Bilibili Gaming,astra
china_stage_1,PEARL,All Gamers,Bilibili Gaming,phoenix
china_stage_1,PEARL,All Gamers,Bilibili Gaming,chamber
china_stage_1,PEARL,Dragon Ranger Gaming,Wolves Esports,neon
china_stage_1,PEARL,Dragon Ranger Gaming,Wolves Esports,waylay
china_stage_1,PEARL,Dragon Ranger Gaming,Wolves Esports,skye
china_stage_1,PEARL,Dragon Ranger Gaming,Wolves Esports,astra
china_stage_1,PEARL,Dragon Ranger Gaming,Wolves Esports,vyse
china_stage_1,PEARL,TYLOO,Bilibili Gaming,neon
china_stage_1,PEARL,TYLOO,Bilibili Gaming,fade
china_stage_1,PEARL,TYLOO,Bilibili Gaming,astra
china_stage_1,PEARL,TYLOO,Bilibili Gaming,phoenix
china_stage_1,PEARL,TYLOO,Bilibili Gaming,chamber
china_stage_1,PEARL,TYLOO,FunPlus Phoenix,neon
china_stage_1,PEARL,TYLOO,FunPlus Phoenix,fade
china_stage_1,PEARL,TYLOO,FunPlus Phoenix,astra
china_stage_1,PEARL,TYLOO,FunPlus Phoenix,killjoy
china_stage_1,PEARL,TYLOO,FunPlus Phoenix,phoenix
china_stage_1,PEARL,JDG Esports,FunPlus Phoenix,neon
china_stage_1,PEARL,JDG Esports,FunPlus Phoenix,fade
china_stage_1,PEARL,JDG Esports,FunPlus Phoenix,astra
china_stage_1,PEARL,JDG Esports,FunPlus Phoenix,killjoy
china_stage_1,PEARL,JDG Esports,FunPlus Phoenix,phoenix
china_stage_1,PEARL,FunPlus Phoenix,JDG Esports,neon
china_stage_1,PEARL,FunPlus Phoenix,JDG Esports,waylay
china_stage_1,PEARL,FunPlus Phoenix,JDG Esports,fade
china_stage_1,PEARL,FunPlus Phoenix,JDG Esports,astra
china_stage_1,PEARL,FunPlus Phoenix,JDG Esports,killjoy
china_stage_1,PEARL,FunPlus Phoenix,All Gamers,neon
china_stage_1,PEARL,FunPlus Phoenix,All Gamers,waylay
china_stage_1,PEARL,FunPlus Phoenix,All Gamers,fade
china_stage_1,PEARL,FunPlus Phoenix,All Gamers,astra
china_stage_1,PEARL,FunPlus Phoenix,All Gamers,killjoy
china_stage_1,PEARL,FunPlus Phoenix,TYLOO,neon
china_stage_1,PEARL,FunPlus Phoenix,TYLOO,waylay
china_stage_1,PEARL,FunPlus Phoenix,TYLOO,fade
china_stage_1,PEARL,FunPlus Phoenix,TYLOO,astra
china_stage_1,PEARL,FunPlus Phoenix,TYLOO,killjoy
china_stage_1,PEARL,FunPlus Phoenix,Bilibili Gaming,neon
china_stage_1,PEARL,FunPlus Phoenix,Bilibili Gaming,waylay
china_stage_1,PEARL,FunPlus Phoenix,Bilibili Gaming,fade
china_stage_1,PEARL,FunPlus Phoenix,Bilibili Gaming,astra
china_stage_1,PEARL,FunPlus Phoenix,Bilibili Gaming,killjoy
china_stage_1,PEARL,Bilibili Gaming,TYLOO,neon
china_stage_1,PEARL,Bilibili Gaming,TYLOO,astra
china_stage_1,PEARL,Bilibili Gaming,TYLOO,killjoy
china_stage_1,PEARL,Bilibili Gaming,TYLOO,phoenix
china_stage_1,PEARL,Bilibili Gaming,TYLOO,tejo
china_stage_1,PEARL,Bilibili Gaming,FunPlus Phoenix,neon
china_stage_1,PEARL,Bilibili Gaming,FunPlus Phoenix,astra
china_stage_1,PEARL,Bilibili Gaming,FunPlus Phoenix,killjoy
china_stage_1,PEARL,Bilibili Gaming,FunPlus Phoenix,phoenix
china_stage_1,PEARL,Bilibili Gaming,FunPlus Phoenix,tejo
china_stage_1,PEARL,Bilibili Gaming,All Gamers,neon
china_stage_1,PEARL,Bilibili Gaming,All Gamers,astra
china_stage_1,PEARL,Bilibili Gaming,All Gamers,killjoy
china_stage_1,PEARL,Bilibili Gaming,All Gamers,phoenix
china_stage_1,PEARL,Bilibili Gaming,All Gamers,tejo
china_stage_1,PEARL,Wolves Esports,Dragon Ranger Gaming,waylay
china_stage_1,PEARL,Wolves Esports,Dragon Ranger Gaming,sova
china_stage_1,PEARL,Wolves Esports,Dragon Ranger Gaming,astra
china_stage_1,PEARL,Wolves Esports,Dragon Ranger Gaming,killjoy
china_stage_1,PEARL,Wolves Esports,Dragon Ranger Gaming,tejo
china_stage_1,HAVEN,All Gamers,JDG Esports,neon
china_stage_1,HAVEN,All Gamers,JDG Esports,waylay
china_stage_1,HAVEN,All Gamers,JDG Esports,omen
china_stage_1,HAVEN,All Gamers,JDG Esports,skye
china_stage_1,HAVEN,All Gamers,JDG Esports,cypher
china_stage_1,HAVEN,All Gamers,TYLOO,neon
china_stage_1,HAVEN,All Gamers,TYLOO,waylay
china_stage_1,HAVEN,All Gamers,TYLOO,omen
china_stage_1,HAVEN,All Gamers,TYLOO,skye
china_stage_1,HAVEN,All Gamers,TYLOO,cypher
china_stage_1,HAVEN,Xi Lai Gaming,Nova Esports,neon
china_stage_1,HAVEN,Xi Lai Gaming,Nova Esports,viper
china_stage_1,HAVEN,Xi Lai Gaming,Nova Esports,omen
china_stage_1,HAVEN,Xi Lai Gaming,Nova Esports,sova
china_stage_1,HAVEN,Xi Lai Gaming,Nova Esports,killjoy
china_stage_1,HAVEN,Xi Lai Gaming,EDward Gaming,neon
china_stage_1,HAVEN,Xi Lai Gaming,EDward Gaming,viper
china_stage_1,HAVEN,Xi Lai Gaming,EDward Gaming,omen
china_stage_1,HAVEN,Xi Lai Gaming,EDward Gaming,sova
china_stage_1,HAVEN,Xi Lai Gaming,EDward Gaming,killjoy
china_stage_1,HAVEN,EDward Gaming,Trace Esports,neon
china_stage_1,HAVEN,EDward Gaming,Trace Esports,waylay
china_stage_1,HAVEN,EDward Gaming,Trace Esports,omen
china_stage_1,HAVEN,EDward Gaming,Trace Esports,cypher
china_stage_1,HAVEN,EDward Gaming,Trace Esports,sova
china_stage_1,HAVEN,EDward Gaming,Xi Lai Gaming,neon
china_stage_1,HAVEN,EDward Gaming,Xi Lai Gaming,omen
china_stage_1,HAVEN,EDward Gaming,Xi Lai Gaming,fade
china_stage_1,HAVEN,EDward Gaming,Xi Lai Gaming,phoenix
china_stage_1,HAVEN,EDward Gaming,Xi Lai Gaming,chamber
china_stage_1,HAVEN,EDward Gaming,JDG Esports,neon
china_stage_1,HAVEN,EDward Gaming,JDG Esports,omen
china_stage_1,HAVEN,EDward Gaming,JDG Esports,fade
china_stage_1,HAVEN,EDward Gaming,JDG Esports,phoenix
china_stage_1,HAVEN,EDward Gaming,JDG Esports,chamber
china_stage_1,HAVEN,Dragon Ranger Gaming,Nova Esports,neon
china_stage_1,HAVEN,Dragon Ranger Gaming,Nova Esports,waylay
china_stage_1,HAVEN,Dragon Ranger Gaming,Nova Esports,omen
china_stage_1,HAVEN,Dragon Ranger Gaming,Nova Esports,skye
china_stage_1,HAVEN,Dragon Ranger Gaming,Nova Esports,cypher
china_stage_1,HAVEN,Dragon Ranger Gaming,TYLOO,neon
china_stage_1,HAVEN,Dragon Ranger Gaming,TYLOO,waylay
china_stage_1,HAVEN,Dragon Ranger Gaming,TYLOO,omen
china_stage_1,HAVEN,Dragon Ranger Gaming,TYLOO,skye
china_stage_1,HAVEN,Dragon Ranger Gaming,TYLOO,cypher
china_stage_1,HAVEN,Trace Esports,EDward Gaming,neon
china_stage_1,HAVEN,Trace Esports,EDward Gaming,viper
china_stage_1,HAVEN,Trace Esports,EDward Gaming,omen
china_stage_1,HAVEN,Trace Esports,EDward Gaming,sova
china_stage_1,HAVEN,Trace Esports,EDward Gaming,killjoy
china_stage_1,HAVEN,TYLOO,All Gamers,neon
china_stage_1,HAVEN,TYLOO,All Gamers,viper
china_stage_1,HAVEN,TYLOO,All Gamers,omen
china_stage_1,HAVEN,TYLOO,All Gamers,sova
china_stage_1,HAVEN,TYLOO,All Gamers,killjoy
china_stage_1,HAVEN,TYLOO,JDG Esports,neon
china_stage_1,HAVEN,TYLOO,JDG Esports,viper
china_stage_1,HAVEN,TYLOO,JDG Esports,omen
china_stage_1,HAVEN,TYLOO,JDG Esports,cypher
china_stage_1,HAVEN,TYLOO,JDG Esports,sova
china_stage_1,HAVEN,TYLOO,Dragon Ranger Gaming,neon
china_stage_1,HAVEN,TYLOO,Dragon Ranger Gaming,waylay
china_stage_1,HAVEN,TYLOO,Dragon Ranger Gaming,omen
china_stage_1,HAVEN,TYLOO,Dragon Ranger Gaming,cypher
china_stage_1,HAVEN,TYLOO,Dragon Ranger Gaming,sova
china_stage_1,HAVEN,Titan Esports Club,JDG Esports,neon
china_stage_1,HAVEN,Titan Esports Club,JDG Esports,waylay
china_stage_1,HAVEN,Titan Esports Club,JDG Esports,omen
china_stage_1,HAVEN,Titan Esports Club,JDG Esports,cypher
china_stage_1,HAVEN,Titan Esports Club,JDG Esports,sova
china_stage_1,HAVEN,JDG Esports,Bilibili Gaming,neon
china_stage_1,HAVEN,JDG Esports,Bilibili Gaming,viper
china_stage_1,HAVEN,JDG Esports,Bilibili Gaming,omen
china_stage_1,HAVEN,JDG Esports,Bilibili Gaming,sova
china_stage_1,HAVEN,JDG Esports,Bilibili Gaming,killjoy
china_stage_1,HAVEN,JDG Esports,All Gamers,neon
china_stage_1,HAVEN,JDG Esports,All Gamers,omen
china_stage_1,HAVEN,JDG Esports,All Gamers,cypher
china_stage_1,HAVEN,JDG Esports,All Gamers,sova
china_stage_1,HAVEN,JDG Esports,All Gamers,chamber
china_stage_1,HAVEN,JDG Esports,Titan Esports Club,neon
china_stage_1,HAVEN,JDG Esports,Titan Esports Club,waylay
china_stage_1,HAVEN,JDG Esports,Titan Esports Club,omen
china_stage_1,HAVEN,JDG Esports,Titan Esports Club,cypher
china_stage_1,HAVEN,JDG Esports,Titan Esports Club,sova
china_stage_1,HAVEN,JDG Esports,TYLOO,neon
china_stage_1,HAVEN,JDG Esports,TYLOO,waylay
china_stage_1,HAVEN,JDG Esports,TYLOO,omen
china_stage_1,HAVEN,JDG Esports,TYLOO,cypher
china_stage_1,HAVEN,JDG Esports,TYLOO,sova
china_stage_1,HAVEN,JDG Esports,EDward Gaming,neon
china_stage_1,HAVEN,JDG Esports,EDward Gaming,waylay
china_stage_1,HAVEN,JDG Esports,EDward Gaming,omen
china_stage_1,HAVEN,JDG Esports,EDward Gaming,cypher
china_stage_1,HAVEN,JDG Esports,EDward Gaming,sova
china_stage_1,HAVEN,Bilibili Gaming,JDG Esports,neon
china_stage_1,HAVEN,Bilibili Gaming,JDG Esports,waylay
china_stage_1,HAVEN,Bilibili Gaming,JDG Esports,omen
china_stage_1,HAVEN,Bilibili Gaming,JDG Esports,cypher
china_stage_1,HAVEN,Bilibili Gaming,JDG Esports,sova
china_stage_1,HAVEN,Nova Esports,Dragon Ranger Gaming,neon
china_stage_1,HAVEN,Nova Esports,Dragon Ranger Gaming,viper
china_stage_1,HAVEN,Nova Esports,Dragon Ranger Gaming,omen
china_stage_1,HAVEN,Nova Esports,Dragon Ranger Gaming,sova
china_stage_1,HAVEN,Nova Esports,Dragon Ranger Gaming,killjoy
china_stage_1,HAVEN,Nova Esports,Xi Lai Gaming,neon
china_stage_1,HAVEN,Nova Esports,Xi Lai Gaming,viper
china_stage_1,HAVEN,Nova Esports,Xi Lai Gaming,omen
china_stage_1,HAVEN,Nova Esports,Xi Lai Gaming,sova
china_stage_1,HAVEN,Nova Esports,Xi Lai Gaming,killjoy
pacific_stage_1,BIND,Gen.G,Global Esports,neon
pacific_stage_1,BIND,Gen.G,Global Esports,fade
pacific_stage_1,BIND,Gen.G,Global Esports,viper
pacific_stage_1,BIND,Gen.G,Global Esports,brimstone
pacific_stage_1,BIND,Gen.G,Global Esports,yoru
pacific_stage_1,BIND,DetonatioN FocusMe,FULL SENSE,neon
pacific_stage_1,BIND,DetonatioN FocusMe,FULL SENSE,skye
pacific_stage_1,BIND,DetonatioN FocusMe,FULL SENSE,viper
pacific_stage_1,BIND,DetonatioN FocusMe,FULL SENSE,waylay
pacific_stage_1,BIND,DetonatioN FocusMe,FULL SENSE,brimstone
pacific_stage_1,BIND,DetonatioN FocusMe,ZETA DIVISION,neon
pacific_stage_1,BIND,DetonatioN FocusMe,ZETA DIVISION,skye
pacific_stage_1,BIND,DetonatioN FocusMe,ZETA DIVISION,viper
pacific_stage_1,BIND,DetonatioN FocusMe,ZETA DIVISION,waylay
pacific_stage_1,BIND,DetonatioN FocusMe,ZETA DIVISION,brimstone
pacific_stage_1,BIND,Rex Regum Qeon,VARREL,neon
pacific_stage_1,BIND,Rex Regum Qeon,VARREL,skye
pacific_stage_1,BIND,Rex Regum Qeon,VARREL,viper
pacific_stage_1,BIND,Rex Regum Qeon,VARREL,waylay
pacific_stage_1,BIND,Rex Regum Qeon,VARREL,brimstone
pacific_stage_1,BIND,Rex Regum Qeon,T1,neon
pacific_stage_1,BIND,Rex Regum Qeon,T1,skye
pacific_stage_1,BIND,Rex Regum Qeon,T1,viper
pacific_stage_1,BIND,Rex Regum Qeon,T1,waylay
pacific_stage_1,BIND,Rex Regum Qeon,T1,brimstone
pacific_stage_1,BIND,VARREL,Rex Regum Qeon,skye
pacific_stage_1,BIND,VARREL,Rex Regum Qeon,waylay
pacific_stage_1,BIND,VARREL,Rex Regum Qeon,astra
pacific_stage_1,BIND,VARREL,Rex Regum Qeon,chamber
pacific_stage_1,BIND,VARREL,Rex Regum Qeon,jett
pacific_stage_1,BIND,FULL SENSE,DetonatioN FocusMe,neon
pacific_stage_1,BIND,FULL SENSE,DetonatioN FocusMe,skye
pacific_stage_1,BIND,FULL SENSE,DetonatioN FocusMe,viper
pacific_stage_1,BIND,FULL SENSE,DetonatioN FocusMe,waylay
pacific_stage_1,BIND,FULL SENSE,DetonatioN FocusMe,brimstone
pacific_stage_1,BIND,Global Esports,Gen.G,neon
pacific_stage_1,BIND,Global Esports,Gen.G,brimstone
pacific_stage_1,BIND,Global Esports,Gen.G,deadlock
pacific_stage_1,BIND,Global Esports,Gen.G,kayo
pacific_stage_1,BIND,Global Esports,Gen.G,gekko
pacific_stage_1,BIND,ZETA DIVISION,DetonatioN FocusMe,neon
pacific_stage_1,BIND,ZETA DIVISION,DetonatioN FocusMe,skye
pacific_stage_1,BIND,ZETA DIVISION,DetonatioN FocusMe,viper
pacific_stage_1,BIND,ZETA DIVISION,DetonatioN FocusMe,waylay
pacific_stage_1,BIND,ZETA DIVISION,DetonatioN FocusMe,brimstone
pacific_stage_1,BIND,T1,Rex Regum Qeon,neon
pacific_stage_1,BIND,T1,Rex Regum Qeon,skye
pacific_stage_1,BIND,T1,Rex Regum Qeon,viper
pacific_stage_1,BIND,T1,Rex Regum Qeon,brimstone
pacific_stage_1,BIND,T1,Rex Regum Qeon,chamber
pacific_stage_1,SPLIT,Gen.G,Global Esports,neon
pacific_stage_1,SPLIT,Gen.G,Global Esports,omen
pacific_stage_1,SPLIT,Gen.G,Global Esports,fade
pacific_stage_1,SPLIT,Gen.G,Global Esports,viper
pacific_stage_1,SPLIT,Gen.G,Global Esports,cypher
pacific_stage_1,SPLIT,Paper Rex,Nongshim RedForce,omen
pacific_stage_1,SPLIT,Paper Rex,Nongshim RedForce,skye
pacific_stage_1,SPLIT,Paper Rex,Nongshim RedForce,viper
pacific_stage_1,SPLIT,Paper Rex,Nongshim RedForce,raze
pacific_stage_1,SPLIT,Paper Rex,Nongshim RedForce,jett
pacific_stage_1,SPLIT,Paper Rex,Team Secret,omen
pacific_stage_1,SPLIT,Paper Rex,Team Secret,skye
pacific_stage_1,SPLIT,Paper Rex,Team Secret,viper
pacific_stage_1,SPLIT,Paper Rex,Team Secret,raze
pacific_stage_1,SPLIT,Paper Rex,Team Secret,jett
pacific_stage_1,SPLIT,Paper Rex,Global Esports,omen
pacific_stage_1,SPLIT,Paper Rex,Global Esports,skye
pacific_stage_1,SPLIT,Paper Rex,Global Esports,viper
pacific_stage_1,SPLIT,Paper Rex,Global Esports,raze
pacific_stage_1,SPLIT,Paper Rex,Global Esports,jett
pacific_stage_1,SPLIT,Rex Regum Qeon,ZETA DIVISION,neon
pacific_stage_1,SPLIT,Rex Regum Qeon,ZETA DIVISION,omen
pacific_stage_1,SPLIT,Rex Regum Qeon,ZETA DIVISION,skye
pacific_stage_1,SPLIT,Rex Regum Qeon,ZETA DIVISION,viper
pacific_stage_1,SPLIT,Rex Regum Qeon,ZETA DIVISION,waylay
pacific_stage_1,SPLIT,Rex Regum Qeon,VARREL,neon
pacific_stage_1,SPLIT,Rex Regum Qeon,VARREL,omen
pacific_stage_1,SPLIT,Rex Regum Qeon,VARREL,skye
pacific_stage_1,SPLIT,Rex Regum Qeon,VARREL,viper
pacific_stage_1,SPLIT,Rex Regum Qeon,VARREL,waylay
pacific_stage_1,SPLIT,VARREL,Rex Regum Qeon,skye
pacific_stage_1,SPLIT,VARREL,Rex Regum Qeon,astra
pacific_stage_1,SPLIT,VARREL,Rex Regum Qeon,jett
pacific_stage_1,SPLIT,VARREL,Rex Regum Qeon,tejo
pacific_stage_1,SPLIT,VARREL,Rex Regum Qeon,deadlock
pacific_stage_1,SPLIT,FULL SENSE,ZETA DIVISION,omen
pacific_stage_1,SPLIT,FULL SENSE,ZETA DIVISION,skye
pacific_stage_1,SPLIT,FULL SENSE,ZETA DIVISION,waylay
pacific_stage_1,SPLIT,FULL SENSE,ZETA DIVISION,cypher
pacific_stage_1,SPLIT,FULL SENSE,ZETA DIVISION,deadlock
pacific_stage_1,SPLIT,Global Esports,Gen.G,omen
pacific_stage_1,SPLIT,Global Esports,Gen.G,fade
pacific_stage_1,SPLIT,Global Esports,Gen.G,viper
pacific_stage_1,SPLIT,Global Esports,Gen.G,raze
pacific_stage_1,SPLIT,Global Esports,Gen.G,veto
pacific_stage_1,SPLIT,Global Esports,Team Secret,omen
pacific_stage_1,SPLIT,Global Esports,Team Secret,fade
pacific_stage_1,SPLIT,Global Esports,Team Secret,viper
pacific_stage_1,SPLIT,Global Esports,Team Secret,raze
