event,map,team,opponent,agent
china_stage_1,LOTUS,Trace Esports,EDward Gaming,veto
china_stage_1,LOTUS,Trace Esports,Nova Esports,waylay
china_stage_1,LOTUS,Trace Esports,Nova Esports,viper
china_stage_1,LOTUS,Trace Esports,Nova Esports,omen
china_stage_1,LOTUS,Trace Esports,Nova Esports,fade
china_stage_1,LOTUS,Trace Esports,Nova Esports,killjoy
china_stage_1,LOTUS,Trace Esports,Dragon Ranger Gaming,neon
china_stage_1,LOTUS,Trace Esports,Dragon Ranger Gaming,waylay
china_stage_1,LOTUS,Trace Esports,Dragon Ranger Gaming,omen
china_stage_1,LOTUS,Trace Esports,Dragon Ranger Gaming,fade
china_stage_1,LOTUS,Trace Esports,Dragon Ranger Gaming,vyse
china_stage_1,LOTUS,Titan Esports Club,All Gamers,neon
china_stage_1,LOTUS,Titan Esports Club,All Gamers,waylay
china_stage_1,LOTUS,Titan Esports Club,All Gamers,viper
china_stage_1,LOTUS,Titan Esports Club,All Gamers,omen
china_stage_1,LOTUS,Titan Esports Club,All Gamers,fade
china_stage_1,LOTUS,JDG Esports,FunPlus Phoenix,viper
china_stage_1,LOTUS,JDG Esports,FunPlus Phoenix,omen
china_stage_1,LOTUS,JDG Esports,FunPlus Phoenix,fade
china_stage_1,LOTUS,JDG Esports,FunPlus Phoenix,killjoy
china_stage_1,LOTUS,JDG Esports,FunPlus Phoenix,raze
china_stage_1,LOTUS,JDG Esports,All Gamers,viper
china_stage_1,LOTUS,JDG Esports,All Gamers,omen
china_stage_1,LOTUS,JDG Esports,All Gamers,fade
china_stage_1,LOTUS,JDG Esports,All Gamers,killjoy
china_stage_1,LOTUS,JDG Esports,All Gamers,raze
china_stage_1,LOTUS,FunPlus Phoenix,JDG Esports,neon
china_stage_1,LOTUS,FunPlus Phoenix,JDG Esports,waylay
china_stage_1,LOTUS,FunPlus Phoenix,JDG Esports,viper
china_stage_1,LOTUS,FunPlus Phoenix,JDG Esports,omen
china_stage_1,LOTUS,FunPlus Phoenix,JDG Esports,fade
china_stage_1,LOTUS,FunPlus Phoenix,Bilibili Gaming,neon
china_stage_1,LOTUS,FunPlus Phoenix,Bilibili Gaming,waylay
china_stage_1,LOTUS,FunPlus Phoenix,Bilibili Gaming,viper
china_stage_1,LOTUS,FunPlus Phoenix,Bilibili Gaming,omen
china_stage_1,LOTUS,FunPlus Phoenix,Bilibili Gaming,fade
china_stage_1,LOTUS,Bilibili Gaming,FunPlus Phoenix,viper
china_stage_1,LOTUS,Bilibili Gaming,FunPlus Phoenix,omen
china_stage_1,LOTUS,Bilibili Gaming,FunPlus Phoenix,fade
china_stage_1,LOTUS,Bilibili Gaming,FunPlus Phoenix,killjoy
china_stage_1,LOTUS,Bilibili Gaming,FunPlus Phoenix,raze
china_stage_1,LOTUS,Bilibili Gaming,All Gamers,viper
china_stage_1,LOTUS,Bilibili Gaming,All Gamers,omen
china_stage_1,LOTUS,Bilibili Gaming,All Gamers,fade
china_stage_1,LOTUS,Bilibili Gaming,All Gamers,killjoy
china_stage_1,LOTUS,Bilibili Gaming,All Gamers,raze
china_stage_1,LOTUS,Wolves Esports,Trace Esports,waylay
china_stage_1,LOTUS,Wolves Esports,Trace Esports,viper
china_stage_1,LOTUS,Wolves Esports,Trace Esports,omen
china_stage_1,LOTUS,Wolves Esports,Trace Esports,fade
china_stage_1,LOTUS,Wolves Esports,Trace Esports,killjoy
china_stage_1,LOTUS,Wolves Esports,EDward Gaming,waylay
china_stage_1,LOTUS,Wolves Esports,EDward Gaming,viper
china_stage_1,LOTUS,Wolves Esports,EDward Gaming,omen
china_stage_1,LOTUS,Wolves Esports,EDward Gaming,fade
china_stage_1,LOTUS,Wolves Esports,EDward Gaming,killjoy
china_stage_1,LOTUS,Wolves Esports,Dragon Ranger Gaming,waylay
china_stage_1,LOTUS,Wolves Esports,Dragon Ranger Gaming,viper
china_stage_1,LOTUS,Wolves Esports,Dragon Ranger Gaming,omen
china_stage_1,LOTUS,Wolves Esports,Dragon Ranger Gaming,fade
china_stage_1,LOTUS,Wolves Esports,Dragon Ranger Gaming,killjoy
china_stage_1,LOTUS,Wolves Esports,Xi Lai Gaming,waylay
china_stage_1,LOTUS,Wolves Esports,Xi Lai Gaming,viper
china_stage_1,LOTUS,Wolves Esports,Xi Lai Gaming,omen
china_stage_1,LOTUS,Wolves Esports,Xi Lai Gaming,fade
china_stage_1,LOTUS,Wolves Esports,Xi Lai Gaming,killjoy
china_stage_1,LOTUS,Wolves Esports,Nova Esports,neon
china_stage_1,LOTUS,Wolves Esports,Nova Esports,omen
china_stage_1,LOTUS,Wolves Esports,Nova Esports,fade
china_stage_1,LOTUS,Wolves Esports,Nova Esports,raze
china_stage_1,LOTUS,Wolves Esports,Nova Esports,vyse
china_stage_1,LOTUS,Nova Esports,Trace Esports,neon
china_stage_1,LOTUS,Nova Esports,Trace Esports,viper
china_stage_1,LOTUS,Nova Esports,Trace Esports,omen
china_stage_1,LOTUS,Nova Esports,Trace Esports,cypher
china_stage_1,LOTUS,Nova Esports,Trace Esports,fade
china_stage_1,LOTUS,Nova Esports,Wolves Esports,neon
china_stage_1,LOTUS,Nova Esports,Wolves Esports,viper
china_stage_1,LOTUS,Nova Esports,Wolves Esports,omen
china_stage_1,LOTUS,Nova Esports,Wolves Esports,cypher
china_stage_1,LOTUS,Nova Esports,Wolves Esports,fade
china_stage_1,BIND,All Gamers,Titan Esports Club,waylay
china_stage_1,BIND,All Gamers,Titan Esports Club,viper
china_stage_1,BIND,All Gamers,Titan Esports Club,skye
china_stage_1,BIND,All Gamers,Titan Esports Club,brimstone
china_stage_1,BIND,All Gamers,Titan Esports Club,gekko
china_stage_1,BIND,All Gamers,TYLOO,neon
china_stage_1,BIND,All Gamers,TYLOO,waylay
china_stage_1,BIND,All Gamers,TYLOO,viper
china_stage_1,BIND,All Gamers,TYLOO,skye
china_stage_1,BIND,All Gamers,TYLOO,brimstone
china_stage_1,BIND,All Gamers,Bilibili Gaming,neon
china_stage_1,BIND,All Gamers,Bilibili Gaming,waylay
china_stage_1,BIND,All Gamers,Bilibili Gaming,viper
china_stage_1,BIND,All Gamers,Bilibili Gaming,skye
china_stage_1,BIND,All Gamers,Bilibili Gaming,brimstone
china_stage_1,BIND,All Gamers,Xi Lai Gaming,neon
china_stage_1,BIND,All Gamers,Xi Lai Gaming,waylay
china_stage_1,BIND,All Gamers,Xi Lai Gaming,viper
china_stage_1,BIND,All Gamers,Xi Lai Gaming,skye
china_stage_1,BIND,All Gamers,Xi Lai Gaming,brimstone
china_stage_1,BIND,Xi Lai Gaming,Dragon Ranger Gaming,neon
china_stage_1,BIND,Xi Lai Gaming,Dragon Ranger Gaming,waylay
china_stage_1,BIND,Xi Lai Gaming,Dragon Ranger Gaming,viper
china_stage_1,BIND,Xi Lai Gaming,Dragon Ranger Gaming,skye
china_stage_1,BIND,Xi Lai Gaming,Dragon Ranger Gaming,brimstone
china_stage_1,BIND,Xi Lai Gaming,Trace Esports,neon
china_stage_1,BIND,Xi Lai Gaming,Trace Esports,waylay
china_stage_1,BIND,Xi Lai Gaming,Trace Esports,viper
china_stage_1,BIND,Xi Lai Gaming,Trace Esports,skye
china_stage_1,BIND,Xi Lai Gaming,Trace Esports,brimstone
china_stage_1,BIND,Xi Lai Gaming,Nova Esports,neon
china_stage_1,BIND,Xi Lai Gaming,Nova Esports,waylay
china_stage_1,BIND,Xi Lai Gaming,Nova Esports,viper
china_stage_1,BIND,Xi Lai Gaming,Nova Esports,skye
china_stage_1,BIND,Xi Lai Gaming,Nova Esports,brimstone
china_stage_1,BIND,Xi Lai Gaming,Wolves Esports,neon
china_stage_1,BIND,Xi Lai Gaming,Wolves Esports,waylay
china_stage_1,BIND,Xi Lai Gaming,Wolves Esports,viper
china_stage_1,BIND,Xi Lai Gaming,Wolves Esports,skye
china_stage_1,BIND,Xi Lai Gaming,Wolves Esports,brimstone
china_stage_1,BIND,Xi Lai Gaming,All Gamers,neon
china_stage_1,BIND,Xi Lai Gaming,All Gamers,waylay
china_stage_1,BIND,Xi Lai Gaming,All Gamers,viper
china_stage_1,BIND,Xi Lai Gaming,All Gamers,skye
china_stage_1,BIND,Xi Lai Gaming,All Gamers,brimstone
china_stage_1,BIND,EDward Gaming,JDG Esports,waylay
china_stage_1,BIND,EDward Gaming,JDG Esports,viper
china_stage_1,BIND,EDward Gaming,JDG Esports,brimstone
china_stage_1,BIND,EDward Gaming,JDG Esports,kayo
china_stage_1,BIND,EDward Gaming,JDG Esports,gekko
china_stage_1,BIND,Dragon Ranger Gaming,Xi Lai Gaming,neon
china_stage_1,BIND,Dragon Ranger Gaming,Xi Lai Gaming,waylay
china_stage_1,BIND,Dragon Ranger Gaming,Xi Lai Gaming,skye
china_stage_1,BIND,Dragon Ranger Gaming,Xi Lai Gaming,brimstone
china_stage_1,BIND,Dragon Ranger Gaming,Xi Lai Gaming,miks
china_stage_1,BIND,Dragon Ranger Gaming,Trace Esports,neon
china_stage_1,BIND,Dragon Ranger Gaming,Trace Esports,waylay
china_stage_1,BIND,Dragon Ranger Gaming,Trace Esports,skye
china_stage_1,BIND,Dragon Ranger Gaming,Trace Esports,brimstone
china_stage_1,BIND,Dragon Ranger Gaming,Trace Esports,cypher
china_stage_1,BIND,Trace Esports,Wolves Esports,neon
china_stage_1,BIND,Trace Esports,Wolves Esports,waylay
china_stage_1,BIND,Trace Esports,Wolves Esports,viper
china_stage_1,BIND,Trace Esports,Wolves Esports,skye
china_stage_1,BIND,Trace Esports,Wolves Esports,brimstone
china_stage_1,BIND,Trace Esports,Xi Lai Gaming,neon
china_stage_1,BIND,Trace Esports,Xi Lai Gaming,waylay
china_stage_1,BIND,Trace Esports,Xi Lai Gaming,viper
china_stage_1,BIND,Trace Esports,Xi Lai Gaming,skye
china_stage_1,BIND,Trace Esports,Xi Lai Gaming,brimstone
china_stage_1,BIND,Trace Esports,Dragon Ranger Gaming,neon
china_stage_1,BIND,Trace Esports,Dragon Ranger Gaming,waylay
china_stage_1,BIND,Trace Esports,Dragon Ranger Gaming,viper
china_stage_1,BIND,Trace Esports,Dragon Ranger Gaming,skye
china_stage_1,BIND,Trace Esports,Dragon Ranger Gaming,brimstone
china_stage_1,BIND,TYLOO,Bilibili Gaming,neon
china_stage_1,BIND,TYLOO,Bilibili Gaming,waylay
china_stage_1,BIND,TYLOO,Bilibili Gaming,viper
china_stage_1,BIND,TYLOO,Bilibili Gaming,skye
china_stage_1,BIND,TYLOO,Bilibili Gaming,brimstone
china_stage_1,BIND,TYLOO,FunPlus Phoenix,neon
china_stage_1,BIND,TYLOO,FunPlus Phoenix,waylay
china_stage_1,BIND,TYLOO,FunPlus Phoenix,viper
china_stage_1,BIND,TYLOO,FunPlus Phoenix,skye
china_stage_1,BIND,TYLOO,FunPlus Phoenix,brimstone
china_stage_1,BIND,TYLOO,All Gamers,neon
china_stage_1,BIND,TYLOO,All Gamers,waylay
china_stage_1,BIND,TYLOO,All Gamers,viper
china_stage_1,BIND,TYLOO,All Gamers,skye
china_stage_1,BIND,TYLOO,All Gamers,brimstone
china_stage_1,BIND,TYLOO,JDG Esports,neon
china_stage_1,BIND,TYLOO,JDG Esports,waylay
china_stage_1,BIND,TYLOO,JDG Esports,viper
china_stage_1,BIND,TYLOO,JDG Esports,skye
china_stage_1,BIND,TYLOO,JDG Esports,brimstone
china_stage_1,BIND,Titan Esports Club,All Gamers,neon
china_stage_1,BIND,Titan Esports Club,All Gamers,waylay
china_stage_1,BIND,Titan Esports Club,All Gamers,viper
china_stage_1,BIND,Titan Esports Club,All Gamers,skye
china_stage_1,BIND,Titan Esports Club,All Gamers,brimstone
china_stage_1,BIND,JDG Esports,TYLOO,neon
china_stage_1,BIND,JDG Esports,TYLOO,waylay
china_stage_1,BIND,JDG Esports,TYLOO,omen
china_stage_1,BIND,JDG Esports,TYLOO,skye
china_stage_1,BIND,JDG Esports,TYLOO,brimstone
china_stage_1,BIND,JDG Esports,EDward Gaming,neon
china_stage_1,BIND,JDG Esports,EDward Gaming,waylay
china_stage_1,BIND,JDG Esports,EDward Gaming,omen
china_stage_1,BIND,JDG Esports,EDward Gaming,skye
china_stage_1,BIND,JDG Esports,EDward Gaming,brimstone
china_stage_1,BIND,FunPlus Phoenix,TYLOO,neon
china_stage_1,BIND,FunPlus Phoenix,TYLOO,waylay
china_stage_1,BIND,FunPlus Phoenix,TYLOO,viper
china_stage_1,BIND,FunPlus Phoenix,TYLOO,skye
china_stage_1,BIND,FunPlus Phoenix,TYLOO,brimstone
china_stage_1,BIND,Bilibili Gaming,TYLOO,neon
china_stage_1,BIND,Bilibili Gaming,TYLOO,waylay
china_stage_1,BIND,Bilibili Gaming,TYLOO,viper
china_stage_1,BIND,Bilibili Gaming,TYLOO,skye
china_stage_1,BIND,Bilibili Gaming,TYLOO,astra
china_stage_1,BIND,Bilibili Gaming,All Gamers,viper
china_stage_1,BIND,Bilibili Gaming,All Gamers,brimstone
china_stage_1,BIND,Bilibili Gaming,All Gamers,fade
china_stage_1,BIND,Bilibili Gaming,All Gamers,raze
china_stage_1,BIND,Bilibili Gaming,All Gamers,kayo
china_stage_1,BIND,Wolves Esports,Trace Esports,waylay
china_stage_1,BIND,Wolves Esports,Trace Esports,viper
china_stage_1,BIND,Wolves Esports,Trace Esports,skye
china_stage_1,BIND,Wolves Esports,Trace Esports,brimstone
china_stage_1,BIND,Wolves Esports,Trace Esports,tejo
china_stage_1,BIND,Wolves Esports,Xi Lai Gaming,neon
china_stage_1,BIND,Wolves Esports,Xi Lai Gaming,viper
china_stage_1,BIND,Wolves Esports,Xi Lai Gaming,skye
china_stage_1,BIND,Wolves Esports,Xi Lai Gaming,brimstone
china_stage_1,BIND,Wolves Esports,Xi Lai Gaming,raze
china_stage_1,BIND,Nova Esports,Xi Lai Gaming,neon
china_stage_1,BIND,Nova Esports,Xi Lai Gaming,viper
china_stage_1,BIND,Nova Esports,Xi Lai Gaming,skye
china_stage_1,BIND,Nova Esports,Xi Lai Gaming,brimstone
china_stage_1,BIND,Nova Esports,Xi Lai Gaming,chamber
china_stage_1,BREEZE,All Gamers,Titan Esports Club,neon
china_stage_1,BREEZE,All Gamers,Titan Esports Club,waylay
china_stage_1,BREEZE,All Gamers,Titan Esports Club,viper
china_stage_1,BREEZE,All Gamers,Titan Esports Club,sova
china_stage_1,BREEZE,All Gamers,Titan Esports Club,astra
china_stage_1,BREEZE,All Gamers,TYLOO,neon
china_stage_1,BREEZE,All Gamers,TYLOO,waylay
china_stage_1,BREEZE,All Gamers,TYLOO,viper
china_stage_1,BREEZE,All Gamers,TYLOO,sova
china_stage_1,BREEZE,All Gamers,TYLOO,astra
china_stage_1,BREEZE,Xi Lai Gaming,Trace Esports,neon
china_stage_1,BREEZE,Xi Lai Gaming,Trace Esports,viper
china_stage_1,BREEZE,Xi Lai Gaming,Trace Esports,sova
china_stage_1,BREEZE,Xi Lai Gaming,Trace Esports,chamber
china_stage_1,BREEZE,Xi Lai Gaming,Trace Esports,sage
china_stage_1,BREEZE,EDward Gaming,Nova Esports,viper
china_stage_1,BREEZE,EDward Gaming,Nova Esports,sova
china_stage_1,BREEZE,EDward Gaming,Nova Esports,jett
china_stage_1,BREEZE,EDward Gaming,Nova Esports,kayo
china_stage_1,BREEZE,EDward Gaming,Nova Esports,harbor
china_stage_1,BREEZE,EDward Gaming,Dragon Ranger Gaming,viper
china_stage_1,BREEZE,EDward Gaming,Dragon Ranger Gaming,sova
china_stage_1,BREEZE,EDward Gaming,Dragon Ranger Gaming,jett
china_stage_1,BREEZE,EDward Gaming,Dragon Ranger Gaming,kayo
china_stage_1,BREEZE,EDward Gaming,Dragon Ranger Gaming,harbor
china_stage_1,BREEZE,Dragon Ranger Gaming,Nova Esports,neon
china_stage_1,BREEZE,Dragon Ranger Gaming,Nova Esports,waylay
china_stage_1,BREEZE,Dragon Ranger Gaming,Nova Esports,omen
china_stage_1,BREEZE,Dragon Ranger Gaming,Nova Esports,skye
china_stage_1,BREEZE,Dragon Ranger Gaming,Nova Esports,astra
china_stage_1,BREEZE,Dragon Ranger Gaming,Wolves Esports,neon
china_stage_1,BREEZE,Dragon Ranger Gaming,Wolves Esports,waylay
china_stage_1,BREEZE,Dragon Ranger Gaming,Wolves Esports,omen
china_stage_1,BREEZE,Dragon Ranger Gaming,Wolves Esports,skye
china_stage_1,BREEZE,Dragon Ranger Gaming,Wolves Esports,astra
china_stage_1,BREEZE,Dragon Ranger Gaming,EDward Gaming,neon
china_stage_1,BREEZE,Dragon Ranger Gaming,EDward Gaming,waylay
china_stage_1,BREEZE,Dragon Ranger Gaming,EDward Gaming,omen
china_stage_1,BREEZE,Dragon Ranger Gaming,EDward Gaming,skye
china_stage_1,BREEZE,Dragon Ranger Gaming,EDward Gaming,astra
china_stage_1,BREEZE,Dragon Ranger Gaming,Trace Esports,neon
china_stage_1,BREEZE,Dragon Ranger Gaming,Trace Esports,waylay
china_stage_1,BREEZE,Dragon Ranger Gaming,Trace Esports,viper
china_stage_1,BREEZE,Dragon Ranger Gaming,Trace Esports,skye
china_stage_1,BREEZE,Dragon Ranger Gaming,Trace Esports,astra
china_stage_1,BREEZE,Dragon Ranger Gaming,TYLOO,neon
china_stage_1,BREEZE,Dragon Ranger Gaming,TYLOO,waylay
china_stage_1,BREEZE,Dragon Ranger Gaming,TYLOO,viper
china_stage_1,BREEZE,Dragon Ranger Gaming,TYLOO,skye
china_stage_1,BREEZE,Dragon Ranger Gaming,TYLOO,astra
china_stage_1,BREEZE,Trace Esports,Xi Lai Gaming,viper
china_stage_1,BREEZE,Trace Esports,Xi Lai Gaming,omen
china_stage_1,BREEZE,Trace Esports,Xi Lai Gaming,sova
china_stage_1,BREEZE,Trace Esports,Xi Lai Gaming,phoenix
china_stage_1,BREEZE,Trace Esports,Xi Lai Gaming,jett
china_stage_1,BREEZE,Trace Esports,Dragon Ranger Gaming,viper
china_stage_1,BREEZE,Trace Esports,Dragon Ranger Gaming,omen
china_stage_1,BREEZE,Trace Esports,Dragon Ranger Gaming,sova
china_stage_1,BREEZE,Trace Esports,Dragon Ranger Gaming,phoenix
china_stage_1,BREEZE,Trace Esports,Dragon Ranger Gaming,jett
china_stage_1,BREEZE,Trace Esports,Titan Esports Club,viper
china_stage_1,BREEZE,Trace Esports,Titan Esports Club,omen
china_stage_1,BREEZE,Trace Esports,Titan Esports Club,sova
china_stage_1,BREEZE,Trace Esports,Titan Esports Club,phoenix
china_stage_1,BREEZE,Trace Esports,Titan Esports Club,jett
china_stage_1,BREEZE,TYLOO,Bilibili Gaming,viper
china_stage_1,BREEZE,TYLOO,Bilibili Gaming,sova
china_stage_1,BREEZE,TYLOO,Bilibili Gaming,astra
china_stage_1,BREEZE,TYLOO,Bilibili Gaming,jett
china_stage_1,BREEZE,TYLOO,Bilibili Gaming,kayo
china_stage_1,BREEZE,TYLOO,All Gamers,viper
china_stage_1,BREEZE,TYLOO,All Gamers,sova
china_stage_1,BREEZE,TYLOO,All Gamers,astra
china_stage_1,BREEZE,TYLOO,All Gamers,jett
china_stage_1,BREEZE,TYLOO,All Gamers,kayo
china_stage_1,BREEZE,TYLOO,Dragon Ranger Gaming,viper
china_stage_1,BREEZE,TYLOO,Dragon Ranger Gaming,sova
china_stage_1,BREEZE,TYLOO,Dragon Ranger Gaming,astra
china_stage_1,BREEZE,TYLOO,Dragon Ranger Gaming,jett
china_stage_1,BREEZE,TYLOO,Dragon Ranger Gaming,kayo
china_stage_1,BREEZE,Titan Esports Club,All Gamers,neon
china_stage_1,BREEZE,Titan Esports Club,All Gamers,waylay
china_stage_1,BREEZE,Titan Esports Club,All Gamers,viper
china_stage_1,BREEZE,Titan Esports Club,All Gamers,sova
china_stage_1,BREEZE,Titan Esports Club,All Gamers,astra
china_stage_1,BREEZE,Titan Esports Club,Bilibili Gaming,neon
china_stage_1,BREEZE,Titan Esports Club,Bilibili Gaming,waylay
china_stage_1,BREEZE,Titan Esports Club,Bilibili Gaming,viper
china_stage_1,BREEZE,Titan Esports Club,Bilibili Gaming,sova
china_stage_1,BREEZE,Titan Esports Club,Bilibili Gaming,astra
china_stage_1,BREEZE,Titan Esports Club,Trace Esports,neon
china_stage_1,BREEZE,Titan Esports Club,Trace Esports,waylay
china_stage_1,BREEZE,Titan Esports Club,Trace Esports,viper
china_stage_1,BREEZE,Titan Esports Club,Trace Esports,sova
china_stage_1,BREEZE,Titan Esports Club,Trace Esports,harbor
china_stage_1,BREEZE,Bilibili Gaming,TYLOO,neon
china_stage_1,BREEZE,Bilibili Gaming,TYLOO,viper
china_stage_1,BREEZE,Bilibili Gaming,TYLOO,omen
china_stage_1,BREEZE,Bilibili Gaming,TYLOO,skye
china_stage_1,BREEZE,Bilibili Gaming,TYLOO,chamber
china_stage_1,BREEZE,Bilibili Gaming,Titan Esports Club,neon
china_stage_1,BREEZE,Bilibili Gaming,Titan Esports Club,viper
china_stage_1,BREEZE,Bilibili Gaming,Titan Esports Club,sova
china_stage_1,BREEZE,Bilibili Gaming,Titan Esports Club,astra
china_stage_1,BREEZE,Bilibili Gaming,Titan Esports Club,jett
china_stage_1,BREEZE,Wolves Esports,Dragon Ranger Gaming,viper
china_stage_1,BREEZE,Wolves Esports,Dragon Ranger Gaming,sova
china_stage_1,BREEZE,Wolves Esports,Dragon Ranger Gaming,astra
china_stage_1,BREEZE,Wolves Esports,Dragon Ranger Gaming,jett
china_stage_1,BREEZE,Wolves Esports,Dragon Ranger Gaming,kayo
china_stage_1,BREEZE,Nova Esports,EDward Gaming,neon
china_stage_1,BREEZE,Nova Esports,EDward Gaming,viper
china_stage_1,BREEZE,Nova Esports,EDward Gaming,omen
china_stage_1,BREEZE,Nova Esports,EDward Gaming,sova
china_stage_1,BREEZE,Nova Esports,EDward Gaming,jett
china_stage_1,BREEZE,Nova Esports,Dragon Ranger Gaming,neon
china_stage_1,BREEZE,Nova Esports,Dragon Ranger Gaming,viper
china_stage_1,BREEZE,Nova Esports,Dragon Ranger Gaming,omen
china_stage_1,BREEZE,Nova Esports,Dragon Ranger Gaming,sova
china_stage_1,BREEZE,Nova Esports,Dragon Ranger Gaming,jett
china_stage_1,FRACTURE,Xi Lai Gaming,Wolves Esports,neon
china_stage_1,FRACTURE,Xi Lai Gaming,Wolves Esports,skye
china_stage_1,FRACTURE,Xi Lai Gaming,Wolves Esports,brimstone
china_stage_1,FRACTURE,Xi Lai Gaming,Wolves Esports,tejo
china_stage_1,FRACTURE,Xi Lai Gaming,Wolves Esports,veto
china_stage_1,FRACTURE,EDward Gaming,Nova Esports,neon
china_stage_1,FRACTURE,EDward Gaming,Nova Esports,waylay
china_stage_1,FRACTURE,EDward Gaming,Nova Esports,skye
china_stage_1,FRACTURE,EDward Gaming,Nova Esports,brimstone
china_stage_1,FRACTURE,EDward Gaming,Nova Esports,cypher
china_stage_1,FRACTURE,EDward Gaming,Wolves Esports,neon
china_stage_1,FRACTURE,EDward Gaming,Wolves Esports,waylay
china_stage_1,FRACTURE,EDward Gaming,Wolves Esports,skye
china_stage_1,FRACTURE,EDward Gaming,Wolves Esports,brimstone
china_stage_1,FRACTURE,EDward Gaming,Wolves Esports,cypher
china_stage_1,FRACTURE,EDward Gaming,JDG Esports,neon
china_stage_1,FRACTURE,EDward Gaming,JDG Esports,waylay
china_stage_1,FRACTURE,EDward Gaming,JDG Esports,skye
china_stage_1,FRACTURE,EDward Gaming,JDG Esports,brimstone
china_stage_1,FRACTURE,EDward Gaming,JDG Esports,cypher
china_stage_1,FRACTURE,Trace Esports,Titan Esports Club,neon
china_stage_1,FRACTURE,Trace Esports,Titan Esports Club,brimstone
china_stage_1,FRACTURE,Trace Esports,Titan Esports Club,cypher
china_stage_1,FRACTURE,Trace Esports,Titan Esports Club,tejo
china_stage_1,FRACTURE,Trace Esports,Titan Esports Club,breach
china_stage_1,FRACTURE,TYLOO,Titan Esports Club,neon
china_stage_1,FRACTURE,TYLOO,Titan Esports Club,brimstone
china_stage_1,FRACTURE,TYLOO,Titan Esports Club,cypher
china_stage_1,FRACTURE,TYLOO,Titan Esports Club,phoenix
china_stage_1,FRACTURE,TYLOO,Titan Esports Club,tejo
china_stage_1,FRACTURE,Titan Esports Club,TYLOO,neon
china_stage_1,FRACTURE,Titan Esports Club,TYLOO,waylay
china_stage_1,FRACTURE,Titan Esports Club,TYLOO,skye
china_stage_1,FRACTURE,Titan Esports Club,TYLOO,brimstone
china_stage_1,FRACTURE,Titan Esports Club,TYLOO,cypher
china_stage_1,FRACTURE,Titan Esports Club,Bilibili Gaming,neon
china_stage_1,FRACTURE,Titan Esports Club,Bilibili Gaming,waylay
china_stage_1,FRACTURE,Titan Esports Club,Bilibili Gaming,skye
china_stage_1,FRACTURE,Titan Esports Club,Bilibili Gaming,brimstone
china_stage_1,FRACTURE,Titan Esports Club,Bilibili Gaming,cypher
china_stage_1,FRACTURE,Titan Esports Club,JDG Esports,neon
china_stage_1,FRACTURE,Titan Esports Club,JDG Esports,waylay
china_stage_1,FRACTURE,Titan Esports Club,JDG Esports,skye
china_stage_1,FRACTURE,Titan Esports Club,JDG Esports,brimstone
china_stage_1,FRACTURE,Titan Esports Club,JDG Esports,cypher
china_stage_1,FRACTURE,Titan Esports Club,FunPlus Phoenix,neon
china_stage_1,FRACTURE,Titan Esports Club,FunPlus Phoenix,waylay
china_stage_1,FRACTURE,Titan Esports Club,FunPlus Phoenix,skye
china_stage_1,FRACTURE,Titan Esports Club,FunPlus Phoenix,brimstone
china_stage_1,FRACTURE,Titan Esports Club,FunPlus Phoenix,cypher
china_stage_1,FRACTURE,Titan Esports Club,Trace Esports,neon
china_stage_1,FRACTURE,Titan Esports Club,Trace Esports,waylay
china_stage_1,FRACTURE,Titan Esports Club,Trace Esports,skye
china_stage_1,FRACTURE,Titan Esports Club,Trace Esports,brimstone
china_stage_1,FRACTURE,Titan Esports Club,Trace Esports,cypher
china_stage_1,FRACTURE,JDG Esports,Bilibili Gaming,neon
china_stage_1,FRACTURE,JDG Esports,Bilibili Gaming,brimstone
china_stage_1,FRACTURE,JDG Esports,Bilibili Gaming,cypher
china_stage_1,FRACTURE,JDG Esports,Bilibili Gaming,tejo
china_stage_1,FRACTURE,JDG Esports,Bilibili Gaming,breach
china_stage_1,FRACTURE,JDG Esports,Titan Esports Club,neon
china_stage_1,FRACTURE,JDG Esports,Titan Esports Club,waylay
china_stage_1,FRACTURE,JDG Esports,Titan Esports Club,skye
china_stage_1,FRACTURE,JDG Esports,Titan Esports Club,brimstone
china_stage_1,FRACTURE,JDG Esports,Titan Esports Club,cypher
china_stage_1,FRACTURE,JDG Esports,EDward Gaming,neon
china_stage_1,FRACTURE,JDG Esports,EDward Gaming,waylay
china_stage_1,FRACTURE,JDG Esports,EDward Gaming,skye
china_stage_1,FRACTURE,JDG Esports,EDward Gaming,brimstone
china_stage_1,FRACTURE,JDG Esports,EDward Gaming,cypher
china_stage_1,FRACTURE,FunPlus Phoenix,Bilibili Gaming,neon
china_stage_1,FRACTURE,FunPlus Phoenix,Bilibili Gaming,waylay
china_stage_1,FRACTURE,FunPlus Phoenix,Bilibili Gaming,astra
china_stage_1,FRACTURE,FunPlus Phoenix,Bilibili Gaming,tejo
china_stage_1,FRACTURE,FunPlus Phoenix,Bilibili Gaming,sage
china_stage_1,FRACTURE,FunPlus Phoenix,Titan Esports Club,neon
china_stage_1,FRACTURE,FunPlus Phoenix,Titan Esports Club,waylay
china_stage_1,FRACTURE,FunPlus Phoenix,Titan Esports Club,astra
china_stage_1,FRACTURE,FunPlus Phoenix,Titan Esports Club,tejo
china_stage_1,FRACTURE,FunPlus Phoenix,Titan Esports Club,sage
china_stage_1,FRACTURE,Bilibili Gaming,JDG Esports,neon
