map,agent,maps_played,pick_rate,pick_rate_from_comps,sample_reliability_score,global_pick_rate,local_pick_delta,cross_map_stability_score,map_dependence_score,meta_presence_score,agent_meta_label,tier_score,tier
Lotus,vyse,45.0,0.3226666666666666,,1.0,0.123721264367816,0.1989,0.7524,0.266,0.4295,stable_pick,0.4295,stable_pick
Lotus,viper,45.0,0.5766666666666668,,1.0,0.4952011494252873,0.0815,0.0862,0.109,0.3979,situational_pick,0.3979,situational_pick
Lotus,waylay,45.0,0.2873333333333333,,1.0,0.3605603448275862,-0.0732,0.6447,-0.0979,0.3939,situational_pick,0.3939,situational_pick
Lotus,veto,45.0,0.076,,1.0,0.0478304597701149,0.0282,0.8683,0.0377,0.3541,situational_pick,0.3541,situational_pick
Lotus,miks,45.0,0.012,,1.0,0.0039942528735632,0.008,0.9826,0.0107,0.3513,situational_pick,0.3513,situational_pick
Lotus,deadlock,45.0,0.0226666666666666,,1.0,0.0242097701149425,-0.0015,0.9554,-0.002,0.3501,situational_pick,0.3501,situational_pick
Lotus,clove,45.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.35,situational_pick,0.35,situational_pick
Lotus,reyna,45.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.35,situational_pick,0.35,situational_pick
Lotus,sage,45.0,0.0106666666666666,,1.0,0.0137643678160919,-0.0031,0.9667,-0.0041,0.3476,situational_pick,0.3476,situational_pick
Lotus,yoru,45.0,0.0,,1.0,0.0022126436781609,-0.0022,0.9858,-0.0029,0.3472,situational_pick,0.3472,situational_pick
Lotus,iso,45.0,0.012,,1.0,0.0091666666666666,0.0028,0.9483,0.0037,0.3445,situational_pick,0.3445,situational_pick
Lotus,gekko,45.0,0.0,,1.0,0.0085632183908045,-0.0086,0.9428,-0.0115,0.3386,situational_pick,0.3386,situational_pick
Lotus,killjoy,45.0,0.1466666666666666,,1.0,0.1355316091954023,0.0111,0.6283,0.0148,0.3343,situational_pick,0.3343,situational_pick
Lotus,chamber,45.0,0.078,,1.0,0.1258908045977011,-0.0479,0.7275,-0.0641,0.3267,situational_pick,0.3267,situational_pick
Lotus,cypher,45.0,0.1653333333333333,,1.0,0.233735632183908,-0.0684,0.4393,-0.0915,0.304,situational_pick,0.304,situational_pick
Lotus,harbor,45.0,0.0213333333333333,,1.0,0.0506896551724138,-0.0294,0.7246,-0.0393,0.3035,situational_pick,0.3035,situational_pick
Lotus,phoenix,45.0,0.0666666666666666,,1.0,0.1569827586206896,-0.0903,0.6265,-0.1208,0.302,situational_pick,0.302,situational_pick
Lotus,kayo,45.0,0.0,,1.0,0.0654597701149425,-0.0655,0.6782,-0.0876,0.2856,situational_pick,0.2856,situational_pick
Lotus,breach,45.0,0.012,,1.0,0.0576867816091954,-0.0457,0.6438,-0.0611,0.2836,situational_pick,0.2836,situational_pick
Lotus,tejo,45.0,0.0,,1.0,0.095301724137931,-0.0953,0.6285,-0.1275,0.2757,situational_pick,0.2757,situational_pick
Lotus,jett,45.0,0.0,,1.0,0.0925143678160919,-0.0925,0.6011,-0.1237,0.2702,situational_pick,0.2702,situational_pick
Lotus,skye,45.0,0.1213333333333333,,1.0,0.3345689655172413,-0.2132,0.3435,-0.2851,0.2672,situational_pick,0.2672,situational_pick
Lotus,astra,45.0,0.012,,1.0,0.2522701149425287,-0.2403,0.2154,-0.3214,0.1979,low_sample_signal,0.1979,low_sample_signal
Lotus,sova,45.0,0.0,,1.0,0.2427011494252873,-0.2427,0.1719,-0.3246,0.1844,low_sample_signal,0.1844,low_sample_signal
